universityName,Bölüm/Fakülte,Ücret,burs_oranı,Akademik yıl
İSTİNYE ÜNİVERSİTESİ,Tıp Fakültesi,89000.0,0,2019
İSTİNYE ÜNİVERSİTESİ,Lisans Programları,51500.0,0,2019
İSTİNYE ÜNİVERSİTESİ,Ön Lisans Programları,28500.0,0,2019
KOÇ ÜNİVERSİTESİ,Tıp Fakültesi,133000.0,0,2019
KOÇ ÜNİVERSİTESİ,Lisans Programları,96500.0,0,2019
KOÇ ÜNİVERSİTESİ,Hazırlık Sınıfı,96500.0,0,2019
KADİR HAS ÜNİVERSİTESİ,Tüm Lisans Programları,62500.0,0,2019
KONYA GIDA VE TARIM ÜNİVERSİTESİ,Lisans Programları,28250.0,0,2019
KTO KARATAY ÜNİVERSİTESİ,Tıp Fakültesi,60000.0,0,2019
KTO KARATAY ÜNİVERSİTESİ,Lisans Programları,35250.0,0,2019
KTO KARATAY ÜNİVERSİTESİ,Ön Lisans Programları,19000.0,0,2019
KTO KARATAY ÜNİVERSİTESİ,Pilotaj,47000.0,0,2019
KTO KARATAY ÜNİVERSİTESİ,Hazırlık Sınıfı,29500.0,0,2019
KAPADOKYA ÜNİVERSİTESİ,Lisans Programları,26875.0,0,2019
KAPADOKYA ÜNİVERSİTESİ,Ön Lisans Programları,18100.0,0,2019
LOKMAN HEKİM ÜNİVERSİTESİ,Tıp Fakültesi,78000.0,0,2019
LOKMAN HEKİM ÜNİVERSİTESİ,Lisans Programları,42800.0,0,2019
LOKMAN HEKİM ÜNİVERSİTESİ,Ön Lisans Programları,24000.0,0,2019
MALTEPE ÜNİVERSİTESİ,Tıp Fakültesi,66700.0,0,2019
MALTEPE ÜNİVERSİTESİ,Lisans Programları,41900.0,0,2019
MALTEPE ÜNİVERSİTESİ,Ön Lisans Programları,24850.0,0,2019
MALTEPE ÜNİVERSİTESİ,Hazırlık Sınıfı,39300.0,0,2019
MEF ÜNİVERSİTESİ,Lisans Programları,59740.0,0,2019
NUH NACİ YAZGAN ÜNİVERSİTESİ,Lisans Programları,28750.0,0,2019
OSTİM TEKNİK ÜNİVERSİTESİ,Lisans Programları,45000.0,0,2019
OSTİM TEKNİK ÜNİVERSİTESİ,Ön Lisans Programları,25000.0,0,2019
ÖZYEĞİN ÜNİVERSİTESİ,Lisans Programları,59000.0,0,2019
ÖZYEĞİN ÜNİVERSİTESİ,Pilotaj Programı,53800.0,0,2019
PİRİ REİS ÜNİVERSİTESİ,Lisans Programları,51500.0,0,2019
PİRİ REİS ÜNİVERSİTESİ,Ön Lisans Programı,30000.0,0,2019
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,Başarı Bursu,1000.0,0,2019
SABANCI ÜNİVERSİTESİ,Tüm Lisans Programları,87000.0,0,2019
SANKO ÜNİVERSİTESİ,Tıp Fakültesi,66000.0,0,2019
SANKO ÜNİVERSİTESİ,Lisans Programları,27000.0,0,2019
TED ÜNİVERSİTESİ,Lisans Programları,38500.0,0,2019
TÜRK HAVA KURUMU ÜNİVERSİTESİ,Lisans Programları,33750.0,0,2019
TÜRK HAVA KURUMU ÜNİVERSİTESİ,Ön Lisans Programları,20500.0,0,2019
TÜRK HAVA KURUMU ÜNİVERSİTESİ,Pilot,70000.0,0,2019
TÜRK HAVA KURUMU ÜNİVERSİTESİ,Hazırlık Sınıfı,32500.0,0,2019
TOROS ÜNİVERSİTESİ,Lisans Programları,34560.0,0,2019
TOROS ÜNİVERSİTESİ,Ön Lisans Programları,16821.0,0,2019
UFUK ÜNİVERSİTESİ,Tıp Fakültesi,59283.0,0,2019
UFUK ÜNİVERSİTESİ,Diğer Programlar,40420.0,0,2019
UFUK ÜNİVERSİTESİ,Hazırlık Sınıfı,40420.0,0,2019
ÜSKÜDAR ÜNİVERSİTESİ,Tıp Fakültesi,87500.0,0,2019
ÜSKÜDAR ÜNİVERSİTESİ,Lisans Programları,39583.0,0,2019
ÜSKÜDAR ÜNİVERSİTESİ,Ön Lisans Programları,22565.0,0,2019
ÜSKÜDAR ÜNİVERSİTESİ,İngilizce Hazırlık,37639.0,0,2019
YAŞAR ÜNİVERSİTESİ,Tüm Fakülteler,42500.0,0,2019
YAŞAR ÜNİVERSİTESİ,Yüksekokul Ücretleri,32125.0,0,2019
YAŞAR ÜNİVERSİTESİ,Hazırlık Sınıfı,42500.0,0,2019
YEDİTEPE ÜNİVERSİTESİ,Diş Hekimliği Fakültesi,85000.0,0,2019
YEDİTEPE ÜNİVERSİTESİ,Tıp Fakültesi,78000.0,0,2019
YEDİTEPE ÜNİVERSİTESİ,Lisans Programları,50000.0,0,2019
YEDİTEPE ÜNİVERSİTESİ,Yüksekokul Ücretleri,26750.0,0,2019
YEDİTEPE ÜNİVERSİTESİ,Hazırlık Sınıfı,22500.0,0,2019
YÜKSEK İHTİSAS ÜNİVERSİTESİ,Tıp Fakültesi,62000.0,0,2019
YÜKSEK İHTİSAS ÜNİVERSİTESİ,Lisans Programları,32000.0,0,2019
YÜKSEK İHTİSAS ÜNİVERSİTESİ,Yüksekokul Ücretleri,20000.0,0,2019
KKTC ÜNİVERSİTELERİ,ODTÜ KUZEY KIBRIS KAMPUSU,37590.0,0,2019
KKTC ÜNİVERSİTELERİ,İTÜ KIBRIS KAMPUSU,25000.0,0,2019
