academicYear,idOSYM,baseScore,topScore
2023,112070726,"28,603,586","34,492,932"
2022,112070726,"28,533,200","32,565,001"
2023,101010034,"28,932,379","35,401,075"
2022,101010034,"28,901,952","36,385,972"
2023,111711613,"27,651,189","38,196,577"
2022,111711613,"27,124,037","31,300,222"
2023,103110212,"27,482,397","32,714,540"
2022,103110212,"27,937,791","33,263,254"
2023,111110161,"27,867,683","31,896,820"
2023,108210726,"28,604,089","36,767,295"
2022,108210726,"29,057,369","38,036,378"
2023,104290190,"31,084,953","40,317,813"
2022,104290190,"30,051,751","37,086,058"
2023,102910216,"28,553,121","38,592,741"
2022,102910216,"28,423,766","35,566,454"
2023,102590280,"27,908,966","33,257,680"
2022,102590280,"27,083,055","31,105,452"
2023,100790329,"28,380,290","33,562,465"
2022,100790329,"28,581,769","34,043,577"
2023,109910064,"28,469,804","32,819,084"
2022,109910064,"29,640,837","33,150,495"
2023,101011235,"27,275,897","39,607,615"
2022,101011235,"26,164,090","44,756,810"
2023,102790242,"28,171,957","32,346,681"
2022,102790242,"28,313,777","33,359,324"
2023,107610204,"27,555,841","33,312,437"
2022,107610204,"27,369,973","39,368,430"
2023,112771060,"28,203,138","32,428,542"
2022,112771060,"28,398,546","31,568,386"
2023,109710233,"27,280,703","37,487,687"
2022,109710233,"26,901,329","33,906,878"
2023,107410251,"28,390,030","33,520,049"
2022,107410251,"28,713,962","34,592,226"
2023,111810932,"27,765,275","32,525,953"
2022,111810932,"27,976,994","36,668,309"
2023,110670172,"27,431,839","33,403,724"
2022,110670172,"26,570,219","30,826,866"
2023,106610482,"28,711,147","31,643,610"
2022,106610482,"29,949,508","34,590,557"
2023,108910976,"28,513,263","33,643,374"
2022,108910976,"28,914,066","33,959,700"
2023,102790244,"28,225,615","32,457,627"
2022,102790244,"27,616,208","31,414,714"
2023,108810226,"27,273,414","30,650,898"
2022,108810226,"26,938,432","35,074,887"
2023,100310907,"28,131,652","33,792,840"
2022,100310907,"28,183,687","34,462,487"
2023,107610161,"28,080,177","34,233,937"
2022,107610161,"28,574,861","32,471,850"
2023,103810532,"28,322,527","31,106,480"
2022,103810532,"28,445,595","31,088,145"
2023,108390125,"27,858,115","31,965,883"
2022,108390125,"28,610,208","36,894,103"
2023,100110221,"27,913,330","33,977,388"
2022,100110221,"27,987,901","34,943,908"
2023,110610089,"27,788,661","31,721,944"
2022,110610089,"27,623,385","32,544,885"
2023,101590104,"28,458,389","34,540,604"
2022,101590104,"28,539,678","36,920,731"
2023,104290224,"28,905,565","33,335,470"
2022,104290224,"28,773,268","32,794,237"
2023,107690289,"27,965,635","32,679,154"
2022,107690289,"28,332,483","36,785,386"
2023,101010025,"27,891,185","37,699,482"
2022,101010025,"27,731,472","35,467,869"
2023,108910428,"27,807,616","36,677,845"
2022,108910428,"27,521,328","35,195,137"
2023,112310941,"28,427,756","32,830,754"
2022,112310941,"27,852,078","32,490,764"
2023,109970291,"27,535,670","35,412,975"
2022,109970291,"27,095,207","30,886,306"
2023,107010307,"28,672,001","40,472,872"
2022,107010307,"28,832,864","34,724,622"
2023,107690153,"28,348,165","33,323,059"
2022,107690153,"29,352,669","33,395,136"
2023,110410228,"28,704,890","34,186,070"
2022,110410228,"28,502,609","32,808,362"
2023,108610167,"27,887,248","34,359,733"
2022,108610167,"28,525,023","38,014,276"
2023,102610697,"28,197,420","35,553,479"
2022,102610697,"29,310,986","34,919,276"
2023,100711116,"28,115,590","34,433,573"
2022,100711116,"28,120,464","34,027,777"
2023,112070689,"28,071,190","34,476,680"
2022,112070689,"28,261,177","32,728,813"
2023,111110063,"27,977,612","31,338,511"
2022,111110063,"28,396,722","31,445,401"
2023,107910361,"27,870,793","31,656,388"
2022,107910361,"27,892,471","33,992,961"
2023,112510698,"28,060,845","32,271,466"
2022,112510698,"29,124,090","33,308,222"
2023,110090092,"27,762,859","34,162,012"
2022,110090092,"28,033,217","32,194,453"
2023,103190638,"28,095,493","32,676,385"
2022,103190638,"27,199,978","31,103,596"
2023,102510132,"27,182,574","31,607,119"
2022,102510132,"26,662,161","37,157,061"
2023,109710127,"27,939,027","35,660,818"
2022,109710127,"27,681,243","34,677,670"
2023,101490565,"24,820,379","36,180,179"
2022,101490565,"24,656,895","37,915,236"
2023,100310988,"27,738,796","32,273,604"
2022,100310988,"27,443,821","31,527,693"
2023,103510262,"28,202,889","36,423,409"
2022,103510262,"28,407,823","35,343,501"
2023,111890207,"28,052,265","33,747,889"
2022,111890207,"27,669,023","32,076,791"
2023,101110915,"27,824,314","35,607,733"
2022,101110915,"26,824,323","33,391,624"
2023,110410226,"28,350,263","34,597,889"
2022,110410226,"27,912,566","33,540,808"
2023,107610576,"27,098,292","33,144,032"
2022,107610576,"26,897,182","31,365,356"
2023,110410213,"28,157,559","33,685,996"
2022,110410213,"27,815,352","32,776,683"
2023,108690345,"26,337,253","33,396,578"
2023,111570336,"28,564,822","32,451,606"
2022,111570336,"28,815,990","33,748,994"
2023,109190044,"28,048,442","31,692,696"
2022,109190044,"29,060,860","32,221,394"
2023,109210768,"27,885,553","36,082,214"
2022,109210768,"28,119,461","36,309,741"
2023,109410166,"27,245,098","35,127,086"
2022,109410166,"26,836,991","35,483,428"
2023,100710075,"27,656,246","33,684,317"
2022,100710075,"28,319,342","37,927,714"
2023,111711473,"27,515,103","33,461,895"
2022,111711473,"27,429,201","32,674,093"
2023,108910446,"27,475,884","34,929,978"
2022,108910446,"27,477,292","33,914,160"
2023,101111376,"28,096,908","32,220,874"
2022,101111376,"27,230,215","38,869,363"
2023,109710472,"26,628,705","36,654,018"
2022,109710472,"26,697,956","39,140,415"
2023,112771076,"27,664,446","34,949,162"
2022,112771076,"26,913,288","33,223,608"
2023,101410233,"28,600,554","35,094,935"
2022,101410233,"28,327,564","34,820,742"
2023,101510417,"27,010,939","34,989,320"
2022,101510417,"26,822,392","33,621,408"
2023,100310422,"27,451,946","30,131,872"
2022,100310422,"28,234,476","33,214,954"
2023,110210393,"28,336,494","34,835,529"
2022,110210393,"25,279,541","31,088,148"
2023,102710448,"26,729,291","33,397,368"
2022,102710448,"26,527,392","30,078,256"
2023,107090304,"27,144,733","36,480,849"
2022,107090304,"27,545,205","36,644,224"
2023,100410184,"27,362,640","32,818,928"
2022,100410184,"27,001,814","35,493,954"
2023,106210908,"27,904,344","33,184,148"
2022,106210908,"28,062,711","33,037,987"
2023,108390135,"26,579,265","32,214,467"
2022,108390135,"25,962,315","33,895,756"
2023,103510244,"27,511,534","33,053,525"
2022,103510244,"27,253,917","33,865,714"
2023,103490463,---,---
2022,103490463,"24,192,954","24,192,954"
2023,111490286,"27,215,371","33,920,436"
2023,108911347,"28,195,294","34,972,938"
2022,108911347,"27,917,693","32,940,173"
2023,107690226,"27,687,768","31,384,997"
2022,107690226,"27,566,600","33,298,044"
2023,103410757,"26,230,107","32,142,027"
2022,103410757,"26,341,951","33,215,505"
2023,100790469,"27,549,080","30,692,823"
2022,100790469,"27,108,942","30,614,130"
2023,107410224,"27,333,144","34,699,967"
2022,107410224,"27,248,830","33,857,022"
2023,101190436,"28,279,935","38,988,387"
2022,101190436,"27,831,587","39,868,609"
2023,109410703,"27,001,953","38,640,238"
2022,109410703,"27,892,475","34,550,496"
2023,109970311,"27,478,691","34,056,737"
2022,109970311,"27,147,925","36,921,566"
2023,100110663,"27,420,210","31,873,021"
2022,100110663,"27,412,124","31,341,629"
2023,106610428,"27,770,645","35,138,985"
2022,106610428,"28,097,258","32,791,819"
2023,100310122,"27,451,365","34,140,047"
2022,100310122,"28,133,532","35,008,171"
2023,111490233,"27,410,717","37,683,342"
2022,111490233,"27,577,615","31,139,151"
2023,106210283,"27,635,464","34,903,101"
2022,106210283,"27,777,291","37,338,707"
2023,110610053,"26,758,840","34,248,650"
2022,110610053,"26,330,085","30,646,070"
2023,107910246,"27,341,806","32,326,365"
2022,107910246,"27,777,528","30,695,648"
2023,100110451,"27,606,565","33,909,004"
2022,100110451,"27,980,231","31,977,647"
2023,110590085,"27,674,189","33,898,009"
2022,110590085,"28,237,942","32,101,834"
2023,111890201,"27,043,050","30,705,523"
2022,111890201,"28,051,271","30,782,396"
2023,109210865,"27,320,213","31,191,749"
2022,109210865,"27,150,004","36,271,139"
2023,101510065,"27,349,623","34,121,719"
2022,101510065,"27,495,181","35,027,496"
2023,102590349,"27,419,958","35,182,849"
2022,102590349,"27,157,001","31,871,644"
2023,103010091,"27,943,590","36,541,266"
2022,103010091,"26,789,971","36,077,307"
2023,110390169,"27,728,257","33,541,732"
2022,110390169,"29,506,531","33,957,877"
2023,100711188,"27,188,142","34,841,773"
2022,100711188,"27,043,753","35,229,432"
2023,101490586,"24,637,008","40,323,348"
2022,101490586,"24,323,688","39,673,007"
2023,109890110,"28,369,611","35,878,083"
2022,109890110,"28,551,441","31,798,765"
2023,103910937,"28,462,646","34,367,739"
2022,103910937,"28,523,172","34,609,339"
2023,107310516,"27,319,841","32,202,776"
2022,107310516,"28,816,580","32,125,614"
2023,110010129,"27,594,239","31,995,389"
2022,110010129,"27,515,431","32,911,861"
2023,110590092,"27,252,213","34,859,572"
2022,110590092,"26,980,041","34,186,405"
2023,104590169,"28,346,340","33,696,560"
2022,104590169,"28,558,197","32,545,903"
2023,107910325,"26,850,928","36,799,466"
2022,107910325,"26,388,715","36,528,782"
2023,101190521,"26,648,317","39,424,947"
2022,101190521,"25,399,445","35,868,916"
2023,105761089,"27,316,948","32,995,848"
2022,105761089,"27,185,305","32,543,476"
2023,108090094,"26,685,590","30,457,036"
2022,108090094,"26,005,244","31,411,736"
2023,100310264,"27,228,402","32,536,034"
2022,100310264,"27,406,134","34,967,052"
2023,100790414,"27,376,769","29,889,530"
2022,100790414,"27,536,103","32,314,613"
2023,107090214,"26,813,536","31,951,028"
2022,107090214,"26,379,778","31,382,122"
2023,107990055,"27,805,718","33,764,709"
2022,107990055,"27,900,031","33,420,449"
2023,108190240,"26,395,568","34,239,647"
2023,107410199,"27,364,840","37,294,747"
2022,107410199,"28,327,577","35,484,852"
2023,110590113,"27,223,280","31,359,651"
2022,110590113,"26,832,291","35,748,326"
2023,112010621,"27,194,619","34,962,135"
2022,112010621,"26,899,209","32,166,192"
2023,109970298,"27,266,808","30,744,490"
2022,109970298,"28,059,608","33,894,670"
2023,100390224,"27,487,573","31,951,866"
2022,100390224,"27,092,530","30,685,369"
2023,107910467,"26,838,354","32,700,441"
2022,107910467,"26,651,687","34,248,063"
2023,109210168,"27,089,108","32,562,510"
2022,109210168,"26,762,880","34,927,858"
2023,103190663,"26,216,906","26,216,906"
2022,103190663,"23,483,881","23,483,881"
2023,106990620,"26,950,590","29,919,596"
2022,106990620,"26,838,200","30,036,212"
2023,111790339,"27,358,182","29,878,288"
2022,111790339,"26,663,219","35,453,469"
2023,108790098,"27,101,256","37,214,399"
2022,108790098,"28,582,246","35,293,916"
2023,102710951,"26,612,585","32,253,911"
2022,102710951,"26,378,913","32,779,824"
2023,105310743,"27,566,427","32,858,063"
2022,105310743,"27,639,162","36,767,512"
2023,101510559,"26,727,918","36,114,862"
2022,101510559,"26,551,532","30,671,446"
2023,110290126,"27,380,576","32,836,210"
2022,110290126,"28,218,267","31,309,814"
2023,103510898,"26,578,295","36,422,841"
2022,103510898,"27,291,733","34,413,438"
2023,108910367,"27,329,642","36,182,931"
2022,108910367,"28,121,441","35,826,243"
2023,112190200,"27,082,731","32,349,654"
2023,108570512,"27,725,761","35,107,506"
2022,108570512,"28,907,281","34,076,267"
2023,107610222,"26,777,145","35,241,313"
2022,107610222,"26,704,825","32,486,396"
2023,100110203,"26,612,534","33,926,069"
2022,100110203,"26,322,313","31,631,628"
2023,100310228,"26,733,643","32,899,065"
2022,100310228,"26,614,576","31,331,974"
2023,105190119,"27,111,348","32,135,304"
2022,105190119,"28,276,986","31,696,017"
2023,101590196,"26,686,952","32,816,737"
2022,101590196,"25,923,200","33,289,545"
2023,101010855,"25,399,985","32,857,313"
2022,101010855,"24,289,737","30,204,324"
2023,108810986,"26,144,947","30,412,161"
2022,108810986,"25,904,382","36,467,061"
2023,112771081,"27,015,023","30,823,822"
2022,112771081,"25,768,625","32,553,044"
2023,101690113,"26,661,039","32,430,747"
2022,101690113,"28,271,646","31,681,445"
2023,100390230,"26,933,621","32,118,433"
2022,100390230,"26,665,793","31,750,620"
2023,103310591,"26,301,344","34,982,309"
2022,103310591,"28,776,949","34,030,783"
2023,112771080,"27,654,807","36,263,732"
2022,112771080,"27,157,451","30,825,733"
2023,108910419,"26,455,927","34,423,718"
2022,108910419,"26,065,073","32,637,334"
2023,109910125,"26,467,910","29,481,942"
2022,109910125,"25,979,002","29,838,366"
2023,106610313,"26,730,038","33,076,342"
2022,106610313,"27,184,891","31,599,085"
2023,102910588,"27,647,409","33,245,227"
2022,102910588,"26,481,907","31,911,000"
2023,110610071,"27,101,815","33,909,759"
2022,110610071,"26,985,182","33,479,035"
2023,102510574,"26,864,469","35,058,561"
2022,102510574,"27,049,818","32,777,628"
2023,105611298,"28,232,321","41,474,535"
2022,105611298,"26,706,930","38,517,039"
2023,104210102,"27,652,501","32,164,178"
2022,104210102,"27,608,530","36,309,286"
2023,102610458,"26,721,777","32,793,393"
2022,102610458,"27,090,040","35,779,174"
2023,100310537,"26,821,942","31,023,742"
2022,100310537,"26,775,070","32,249,561"
2023,106910107,"26,563,818","35,365,912"
2022,106910107,"26,316,964","40,033,308"
2023,108570494,"27,418,360","36,131,968"
2022,108570494,"27,165,791","32,190,224"
2023,105710209,"26,706,724","34,092,155"
2022,105710209,"26,887,165","32,456,255"
2023,106210274,"26,507,244","35,307,738"
2022,106210274,"26,046,106","35,621,920"
2023,100390229,"26,757,189","32,844,599"
2022,100390229,"26,338,930","34,127,971"
2023,101011165,"21,351,858","21,399,498"
2022,101011165,"23,471,136","28,811,702"
2023,107910388,"26,568,629","32,688,014"
2022,107910388,"26,863,439","36,979,863"
2023,110510081,"26,982,165","33,099,916"
2022,110510081,"27,019,699","37,182,489"
2023,110590106,"26,623,331","29,501,599"
2022,110590106,"26,288,311","31,432,930"
2023,101590189,"26,578,211","34,934,037"
2022,101590189,"26,363,650","31,837,315"
2023,103010682,"29,019,523","35,652,560"
2022,103010682,"27,344,150","36,788,825"
2023,112370742,"26,425,305","38,314,886"
2022,112370742,"26,307,531","32,993,653"
2023,107410242,"26,874,914","35,511,801"
2022,107410242,"26,776,373","33,261,044"
2023,100310237,"27,155,414","31,946,245"
2022,100310237,"27,808,706","34,646,742"
2023,103110796,"26,121,945","30,485,397"
2022,103110796,"26,280,531","33,015,514"
2023,110310568,"25,841,098","32,670,132"
2022,110310568,"26,159,815","41,025,633"
2023,109810541,"26,477,115","31,955,151"
2022,109810541,"29,132,605","31,753,529"
2023,106910082,"26,862,511","34,258,075"
2022,106910082,"26,567,373","35,132,143"
2023,102710475,"26,225,939","30,418,368"
2022,102710475,"25,804,004","32,036,011"
2023,110790020,"25,912,886","33,123,083"
2022,110790020,"27,166,337","32,791,977"
2023,102510123,"26,066,754","32,133,632"
2022,102510123,"25,584,486","30,769,236"
2023,103310546,"26,379,113","30,515,961"
2022,103310546,"26,962,062","32,494,437"
2023,107010397,"25,909,370","39,558,932"
2022,107010397,"26,331,537","34,186,123"
2023,109210186,"26,425,549","31,315,996"
2022,109210186,"26,018,368","33,951,881"
2023,102710739,"26,760,197","35,575,148"
2022,102710739,"26,579,372","32,487,296"
2023,109410157,"26,020,100","30,407,420"
2022,109410157,"25,544,368","31,621,007"
2023,101510408,"26,159,620","34,956,543"
2022,101510408,"25,745,174","31,669,077"
2023,107610594,"26,647,077","34,453,783"
2022,107610594,"26,526,969","31,614,902"
2023,106090051,"27,619,449","34,413,924"
2022,106090051,"29,548,858","33,109,138"
2023,104310304,"26,995,720","32,857,900"
2022,104310304,"27,753,842","32,701,673"
2023,102190099,"26,678,956","31,384,310"
2022,102190099,"26,423,084","33,861,028"
2023,102510141,"26,107,666","32,822,739"
2022,102510141,"25,679,214","30,769,987"
2023,103310201,"26,204,012","33,483,051"
2022,103310201,"25,747,872","31,348,840"
2023,101410887,"26,618,552","33,384,995"
2022,101410887,"27,163,515","35,287,187"
2023,109490230,"26,618,722","33,016,372"
2022,109490230,"26,746,229","33,269,732"
2023,110610044,"25,867,444","31,331,286"
2022,110610044,"25,296,374","30,851,994"
2023,112610942,"26,316,839","34,785,966"
2022,112610942,"26,826,903","33,159,331"
2023,109210105,"25,994,894","33,447,023"
2022,109210105,"26,609,920","37,241,039"
2023,108610688,"26,620,525","30,036,137"
2022,108610688,"26,225,511","32,313,429"
2023,107010291,"26,108,719","31,030,569"
2022,107010291,"25,707,738","35,538,306"
2023,102510405,"26,026,168","29,102,646"
2022,102510405,"25,819,896","29,446,051"
2023,110410222,"27,599,709","33,550,094"
2022,110410222,"26,840,521","33,467,856"
2023,110670157,"26,630,423","30,201,916"
2022,110670157,"26,876,845","30,877,955"
2023,108470103,"28,039,805","29,695,839"
2023,112310932,"26,072,887","32,176,729"
2022,112310932,"25,905,636","31,266,623"
2023,102910613,"28,453,661","35,050,620"
2022,102910613,"26,103,721","37,044,129"
2023,107610197,"25,994,595","34,302,418"
2022,107610197,"25,494,570","31,003,233"
2023,105611289,"26,539,244","38,244,929"
2022,105611289,"26,515,483","40,341,705"
2023,107610655,"26,281,798","29,277,963"
2022,107610655,"26,003,322","36,927,842"
2023,100610358,"26,808,303","34,247,177"
2022,100610358,"27,173,244","33,745,907"
2023,102390069,"27,071,360","35,715,598"
2022,102390069,"26,998,022","30,604,002"
2023,101010819,"24,240,057","40,695,534"
2022,101010819,"24,821,852","41,192,080"
2023,109211121,"26,761,275","34,280,207"
2022,109211121,"26,699,361","36,682,323"
2023,109090067,"26,773,014","33,637,042"
2022,109090067,"26,241,841","32,826,248"
2023,107410587,"26,626,080","33,413,780"
2022,107410587,"26,668,771","37,744,483"
2023,108190177,"26,292,628","34,449,020"
2022,108190177,"26,361,958","35,034,061"
2023,107390122,"26,646,393","33,032,281"
2022,107390122,"29,057,991","32,782,835"
2023,109290349,"26,467,173","34,723,893"
2022,109290349,"25,950,699","31,760,165"
2023,109910082,"25,793,564","31,210,543"
2022,109910082,"25,355,245","28,194,313"
2023,107090219,"26,261,639","32,070,759"
2022,107090219,"25,919,453","31,489,928"
2023,101690091,"26,859,185","30,784,947"
2022,101690091,"26,264,845","31,271,526"
2023,111711764,"26,533,369","33,005,282"
2022,111711764,"25,815,544","32,029,378"
2023,106610173,"27,065,229","34,785,198"
2022,106610173,"26,961,431","35,181,089"
2023,109410509,"25,934,122","33,412,538"
2022,109410509,"25,490,275","32,143,514"
2023,106770759,"25,670,171","31,464,333"
2023,108610194,"25,526,263","31,443,398"
2022,108610194,"24,955,957","34,905,794"
2023,102890078,"25,062,531","34,105,177"
2022,102890078,"28,143,111","31,349,671"
2023,102790237,"26,073,529","31,905,452"
2022,102790237,"25,706,294","32,194,254"
2023,108911629,"25,995,414","30,722,711"
2022,108911629,"28,464,188","32,061,402"
2023,100310219,"25,475,567","28,568,324"
2022,100310219,"25,222,112","28,997,996"
2023,109890152,"26,044,658","37,243,985"
2022,109890152,"26,465,161","32,431,379"
2023,101510577,"26,334,719","29,462,536"
2022,101510577,"26,223,194","33,645,231"
2023,108410945,"30,396,772","35,391,580"
2022,108410945,"28,440,415","36,132,830"
2023,100110169,"26,235,496","35,750,278"
2022,100110169,"27,240,656","33,457,378"
2023,101990020,"25,343,466","32,631,092"
2022,101990020,"28,295,177","31,956,631"
2023,110610062,"25,753,012","32,717,414"
2022,110610062,"25,322,695","30,146,834"
2023,108010482,"26,215,298","31,021,858"
2022,108010482,"25,783,091","31,743,673"
2023,110410237,"26,908,386","34,465,773"
2022,110410237,"25,742,208","31,609,490"
2023,103510923,"26,452,249","31,489,564"
2022,103510923,"26,306,205","32,885,905"
2023,109210159,"26,048,286","32,412,764"
2022,109210159,"25,469,602","30,126,476"
2023,105010288,"28,223,842","34,959,762"
2022,105010288,"27,824,671","34,191,626"
2023,102510441,"25,704,986","29,875,556"
2022,102510441,"25,369,875","29,510,479"
2023,108790090,"26,384,757","37,386,091"
2022,108790090,"25,407,177","36,802,518"
2023,108610088,"25,179,393","34,424,796"
2022,108610088,"25,285,653","36,826,471"
2023,102710139,"25,205,185","31,134,795"
2022,102710139,"25,951,292","34,243,831"
2023,110210409,"25,326,146","31,330,108"
2022,110210409,"24,988,014","33,732,382"
2023,107310313,"25,637,065","34,882,563"
2022,107310313,"25,966,588","31,466,967"
2023,106210265,"25,736,186","34,469,279"
2022,106210265,"25,396,700","35,332,591"
2023,106210292,"25,670,448","34,627,531"
2022,106210292,"25,424,348","33,027,175"
2023,100810514,"25,882,998","36,414,147"
2022,100810514,"26,197,788","33,370,297"
2023,111110065,"26,035,148","33,266,630"
2022,111110065,"26,279,819","31,429,451"
2023,102710466,"25,992,776","36,161,731"
2022,102710466,"25,626,619","30,554,653"
2023,101990019,"25,547,800","31,852,799"
2022,101990019,"26,106,708","32,188,653"
2023,109490285,"25,740,397","34,988,085"
2022,109490285,"25,175,840","34,541,696"
2023,106010301,"27,144,086","34,213,372"
2022,106010301,"28,296,898","32,359,338"
2023,107690158,"25,947,914","30,466,030"
2022,107690158,"25,784,567","32,140,823"
2023,107910343,"25,771,837","31,526,217"
2022,107910343,"25,099,529","28,690,653"
2023,101410163,"26,040,747","35,263,025"
2022,101410163,"26,355,450","33,805,888"
2023,100110196,"25,500,765","31,768,090"
2022,100110196,"25,105,324","35,730,460"
2023,103390162,"26,568,267","32,692,827"
2022,103390162,"25,830,938","33,296,747"
2023,106010434,"26,302,088","32,634,800"
2022,106010434,"27,952,737","32,671,947"
2023,106770752,"25,536,228","28,098,412"
2022,106770752,"25,889,472","31,266,394"
2023,110590099,"25,827,045","33,817,084"
2022,110590099,"25,875,550","30,072,781"
2023,110290205,"26,788,578","33,655,714"
2022,110290205,"26,605,074","33,876,843"
2023,112070678,"26,650,978","33,040,796"
2022,112070678,"26,506,524","31,896,884"
2023,107610082,"25,166,808","33,692,533"
2022,107610082,"25,443,905","34,583,731"
2023,102910207,"26,218,144","34,211,418"
2022,102910207,"25,648,168","32,267,547"
2023,101490393,"26,003,701","32,157,132"
2022,101490393,"25,396,346","32,545,869"
2023,106770740,"26,124,569","35,409,736"
2022,106770740,"25,601,606","30,054,217"
2023,105690663,"23,449,173","37,582,301"
2022,105690663,"23,546,493","40,420,867"
2023,105190071,"25,494,968","32,981,444"
2022,105190071,"25,745,114","32,446,564"
2023,103390163,"25,878,930","31,710,857"
2022,103390163,"25,606,563","35,196,818"
2023,102910746,"25,803,003","35,823,856"
2022,102910746,"24,956,755","31,071,535"
2023,108610413,"25,376,472","36,873,088"
2022,108610413,"24,866,471","33,092,302"
2023,102590277,"25,700,010","30,127,363"
2022,102590277,"25,324,327","30,871,728"
2023,108810138,"25,378,581","35,898,540"
2022,108810138,"25,292,809","35,781,719"
2023,100310246,"25,125,118","29,764,998"
2022,100310246,"24,836,245","35,480,063"
2023,111810995,"25,787,682","31,135,828"
2022,111810995,"25,227,424","36,460,473"
2023,107410569,"26,099,358","33,735,425"
2022,107410569,"25,882,334","30,428,547"
2023,106610525,"26,111,708","32,666,073"
2022,106610525,"26,229,134","31,355,965"
2023,100410987,"24,970,342","44,209,193"
2022,100410987,"28,115,523","30,855,772"
2023,108210956,"25,922,994","29,892,856"
2022,108210956,"25,670,570","30,853,446"
2023,100310697,"25,923,484","29,191,619"
2022,100310697,"25,955,226","29,399,840"
2023,103210159,"25,518,424","31,877,327"
2022,103210159,"25,461,534","30,523,966"
2023,110610123,"25,490,018","28,732,918"
2022,110610123,"25,229,955","29,489,345"
2023,109890113,"26,077,209","30,781,983"
2022,109890113,"26,040,491","31,189,133"
2023,109410606,"26,012,564","35,114,177"
2022,109410606,"26,514,961","35,165,163"
2023,100310997,"25,472,883","32,193,404"
2022,100310997,"25,368,182","32,553,455"
2023,112190179,"25,710,453","38,653,817"
2023,109490287,"25,297,983","28,055,122"
2022,109490287,"25,019,035","29,194,337"
2023,109190033,"25,412,210","29,932,052"
2022,109190033,"25,708,442","33,428,177"
2023,104210014,"28,275,390","38,620,613"
2022,104210014,"24,917,989","33,919,561"
2023,107390107,"26,518,530","31,457,920"
2022,107390107,"27,067,424","32,123,778"
2023,100110212,"25,883,644","35,266,451"
2022,100110212,"25,739,589","35,752,999"
2023,101010291,"24,965,278","31,827,280"
2022,101010291,"24,530,192","26,738,742"
2023,107010343,"24,981,273","34,867,806"
2022,107010343,"24,599,903","36,407,270"
2023,107090211,"25,676,727","33,619,906"
2022,107090211,"25,466,693","29,540,363"
2023,100410175,"25,533,420","32,650,701"
2022,100410175,"25,358,762","34,658,940"
2023,109210917,"25,743,853","35,173,304"
2022,109210917,"25,880,818","34,189,404"
2023,106190068,"26,884,952","34,179,083"
2022,106190068,"26,779,934","34,974,965"
2023,103010549,"26,954,312","35,656,391"
2022,103010549,"25,996,770","36,838,919"
2023,112190186,"25,177,319","30,736,542"
2023,102590177,"25,522,209","29,059,336"
2022,102590177,"25,086,035","32,853,408"
2023,102890063,"25,245,209","31,154,825"
2022,102890063,"25,555,219","29,695,589"
2023,109890181,"25,928,824","31,383,120"
2022,109890181,"26,148,545","31,456,167"
2023,103310573,"25,342,042","30,048,493"
2022,103310573,"24,997,662","30,439,114"
2023,106390039,"25,272,950","31,070,953"
2022,106390039,"25,101,284","38,745,278"
2023,101490642,"23,824,809","36,202,275"
2022,101490642,"23,829,349","40,527,296"
2023,100410121,"25,109,824","34,569,476"
2022,100410121,"25,607,546","33,808,660"
2023,103610261,"25,312,764","32,811,323"
2022,103610261,"27,636,633","34,511,687"
2023,108210692,"25,694,316","35,598,009"
2022,108210692,"25,534,902","30,852,013"
2023,106610182,"25,491,411","31,481,077"
2022,106610182,"25,200,841","32,812,833"
2023,107410093,"25,368,730","39,470,855"
2022,107410093,"25,144,563","32,922,928"
2023,102710439,"25,124,888","29,351,583"
2022,102710439,"24,915,272","29,199,445"
2023,107610116,"25,223,226","34,758,555"
2022,107610116,"25,241,782","33,266,303"
2023,109370165,"26,128,509","32,419,746"
2022,109370165,"24,440,335","32,403,610"
2023,105310804,"27,202,604","33,925,251"
2022,105310804,"27,702,717","36,989,852"
2023,107010837,"25,346,314","32,009,126"
2022,107010837,"25,066,425","30,045,367"
2023,100310722,"25,437,864","29,444,217"
2022,100310722,"25,354,024","32,421,152"
2023,103310485,"24,750,780","30,549,801"
2022,103310485,"25,221,993","32,664,945"
2023,109211166,"25,324,016","28,006,647"
2022,109211166,"25,357,807","33,964,195"
2023,106710075,"25,384,020","27,534,903"
2022,106710075,"25,179,718","32,569,284"
2023,109410536,"24,875,961","30,822,083"
2022,109410536,"24,323,768","29,110,100"
2023,108911383,"25,146,048","31,995,385"
2022,108911383,"25,185,810","29,321,834"
2023,101590210,"25,254,341","30,738,455"
2022,101590210,"24,666,856","32,309,104"
2023,100410978,"25,922,626","33,437,285"
2022,100410978,"26,123,450","32,318,931"
2023,106870274,"25,344,686","33,344,798"
2022,106870274,"26,353,575","32,653,217"
2023,104310561,"24,962,183","36,268,100"
2022,104310561,"25,586,072","36,842,753"
2023,110310365,"25,281,591","33,870,656"
2022,110310365,"25,124,504","31,927,390"
2023,106610164,"25,114,521","33,667,207"
2022,106610164,"24,763,507","32,412,082"
2023,108190128,"25,763,670","31,747,030"
2022,108190128,"24,935,498","31,485,698"
2023,102690265,"26,041,698","35,377,293"
2022,102690265,"26,015,797","34,772,686"
2023,108570550,"26,818,258","35,297,163"
2023,108310082,"25,479,314","30,074,856"
2022,108310082,"25,286,749","33,630,948"
2023,108010022,"25,298,629","31,755,474"
2022,108010022,"25,271,537","31,358,715"
2023,101410224,"25,221,452","32,267,363"
2022,101410224,"25,227,877","35,962,813"
