"2020 - 2021 ÖĞRETİM YILINDA VAKIF ÜNİVERSİTELERİNDE UYGULANAN ÜCRETLER VE ÖDEME KOŞULLARI","",""
"","Hemşirelik","34.000 TL"
"","Ebelik bölümü","42.000 TL"
"","Sosyal Hizmet Bölümü","30.000 TL"
"","Sağlık Yönetimi Bölümü Türkçe ve İngilizce Programı","25.000 TL"
"","Psikoloji Bölümü Türkçe ve İngilizce Programı","34.000 TL"
"","Siyaset Bilimi ve Kamu Yönetimi Bölümü Türkçe ve İngilizce
Programı","31.500 TL"
"","Siyaset Bilimi ve Uluslararası İlişkiler Bölümü İngilizce Programı","31.500 TL"
"","Beslenme ve Diyetetik Bölümü","49.000 TL"
"","Gastronomi ve Mutfak Sanatları Bölümü","42.000 TL"
"","İç Mimarlık ve Çevre Tasarımı Bölümü","42.000 TL"
"","Kentsel Tasarım ve Peyzaj Mimarlığı Bölümü","32.000 TL"
"","Görsel İletişim Tasarımı Bölümü","31.000 TL"
"","Endüstriyel Tasarım Bölümü","31.000 TL"
"","Türk Müziği Bölümü","29.000 TL"
"","Eğitim Fakültesi hazırlık dahil","39.000 TL"
"","İletişim Fakültesi hazırlık dahil","32.200 TL"
"","İşletme ve Yönetim Bilimleri Fakültesi hazırlık dahil","31.500 TL"
"","Fizyoterapi ve Rehabilitasyon Bölümü","41.000 TL"
"","Beslenme ve Diyetetik Bölümü","39.500 TL"
"","Odyoloji Bölümü","38.500 TL"
"","Çocuk Gelişimi Bölümü","34.500 TL"
"","Hemşirelik Bölümü","30.500 TL"
"","Sosyal Hizmet Bölümü","26.000 TL"
"","Ebelik Bölümü","29.500 TL"
"","Sağlık Yönetimi Bölümü","23.500 TL"
"İSTANBUL ESENYURT ÜNİVERSİTESİ - İSTANBUL","Mühendislik ve Mimarlık Fakültesi","39.204 TL"
"","Sağlık Bilimleri Fakültesi","32.000 TL"
"","Sanat ve Sosyal Bilimler Fakültesi","34.210 TL"
"","İşletme ve Yönetim Bilimleri Fakültesi","34.210 TL"
"","Yabancı Dil Hazırlık","34.210 TL"
"İSTANBUL 29 MAYIS ÜNİVERSİTESİ - İSTANBUL","Hazırlık sınıfı","27.140 TL"
"","Arapça Mütercim Tercümanlık","26.220 TL"
"","Arapça Öğretmenliği","26. 220 TL"
"","Felsefe","26.220 TL"
"","İlahiyat","26. 220 TL"
"","İngilizce Öğretmenliği","26.220 TL"
"","Okul Öncesi Öğretmenliği","26. 220 TL"
"","Rehberlik ve Psikolojik Danışmanlık","26.220 TL"
"","Sosyal Hizmet","26. 220 TL"
"","Tarih","26.220 TL"
"","Türk Dili ve Edebiyatı","26. 220 TL"
"","Türkçe Öğretmenliği","26.220 TL"
"","Ekonomi, , Siyaset Bilimi ve Uluslararası İlişkiler","29.900 TL"
"","İngilizce Mütercim Tercümanlık","29.900 TL"
"","Siyaset Bilimi ve Uluslararası İlişkiler","29.900 TL"
"","Psikoloji","33.580 TL"
"","Hukuk","35.420 TL"
"","Yönetim Bilişim Sistemleri","36.900 TL"
"","Gazetecilik","36.900 TL"
"","Fizyoterapi ve Rehabilitasyon","36.900 TL"
"","Sağlık Yönetimi","36.900 TL"
"","Türk Dili ve Edebiyatı","37.900 TL"
"","Havacılık Yönetimi","37.900 TL"
"","Biyomedikal Mühendisliği","37.900 TL"
"","Çocuk Gelişimi","37.900 TL"
"","Hemşirelik","37.900 TL"
"İSTANBUL AREL ÜNİVERSİTESİ","Sosyal Hizmet","37.900 TL"
"","Muhasebe ve Finans Yönetimi","37.900 TL"
"","Gastronomi ve Mutfak Sanatları","37.900 TL"
"","Moda ve Tekstil Tasarımı","37.900 TL"
"","MütercimTercümanlık","39.900 TL"
"","Sosyoloji","39.900 TL"
"","İşletme","39.900 TL"
"","Siyaset Bilimi ve Kamu Yönetimi","39.900 TL"
"","Uluslararası İlişkiler","39.900 TL"
"","Uluslararası Ticaret ve Finans","39.900 TL"
"","Görsel İletişim Tasarımı","39.900 TL"
"","Halkla İlişkiler ve Reklamcılık","39.900 TL"
"","Sinema ve Televizyon","39.900 TL"
"","Yeni Medya ve İletişim","39.900 TL"
"","Endüstri Mühendisliği","39.900 TL"
"","Beslenme ve Diyetetik","39.900 TL"
"","Bankacılık ve Finans","39.900 TL"
"","Çizgi Film ve Animasyon","39.900 TL"
"","Grafik Tasarım","39.900 TL"
"","Elektrik-Elektronik Mühendisliği","42.900 TL"
"","İç Mimarlık","42.900 TL"
"","İnşaat Mühendisliği","42.900 TL"
"","Makine Mühendisliği","42. 900 TL"
"","Mimarlık","42.900 TL"
"","Moleküler Biyoloji ve Genetik","45.900 TL"
"","Psikoloji","45.900 TL"
"","Bilgisayar Mühendisliği","45.900 TL"
"İSTANBUL AYDIN ÜNİVERSİTESİ - İSTANBUL","Mühendislik Fakültesi","43.000 TL"
"","Eğitim Fakültesi","44.250 TL"
"","Mimarlık ve Tasarım Fakültesi","44.250 TL"
"","İktisadi ve İdari Bilimler Fakültesi","41.500 TL"
"","İletişim Fakültesi","41.500 TL"
"","Fen Edebiyat Fakültesi (Psikoloji Hariç)","41.500 TL"
"","Psikoloji","44.250 TL"
"","Güzel Sanatlar Fakültesi","38.000 TL"
"","Uygulamalı Bilimler Yüksekokulu","38.000 TL"
"","Spor Bilimleri Fakültesi(Beden Eğitimi ve Spor Öğretmenliği hariç)","38.000 TL"
"","Yabancı Diller Yüksekokulu","38.000 TL"
"","Beden Eğitimi ve Spor Öğretmenliği Bölümü","44.250 TL"
"","Sağlık Bilimleri Fakültesi (Sağlık Yönetimi ve Sosyal Hizmet hariç)","35.750 TL"
"","Sağlık Yönetimi ve Sosyal Hizmet bölümleri","34.000 TL"
"","Hukuk","59.500 TL"
"","Tıp","83.500 TL"
"","Diş Hekimliği","83.500 TL"
"","Anadolu BİL Meslek Yüksekokulu","19.000 TL"
"","Adalet Meslek Yüksekokulu","23.500 TL"
"","Sağlık Hizmetleri Meslek Yüksekokulu","22.000 TL"
"","Uzaktan Öğretim yapılan önlisans programları","8.000 TL"
"","Yabancı Dil Hazırlık","38.000 TL"
"İSTANBUL BİLGİ ÜNİVERSİTESİ - İSTANBUL","İngilizce Hazırlık Programı","68.700 TL"
"","Sosyal ve Beşeri Bilimler Fakültesi (Psikoloji HARİÇ)","68.700 TL"
"","İşletme Fakültesi,","38.000TL"
"","İletişim Fakültesi","68.700 TL"
"","Mühendislik ve Doğa Bilimleri Fakültesi","68.700 TL"
"","Endüstri Ürünleri Tasarımı","68.700 TL"
"","İç Mimarlık","68.700 TL"
"","Hukuk","80.000 TL"
"","Mimarlık","74.600 TL"
"","Psikoloji","74.600 TL"
"","Sağlık Bilimleri Fakültesi","59.600 TL"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ","Diş Hekimliği Fakültesi","80.000TL"
"","Mühendislik ve Mimarlık Fakültesi","38 000 TL"
"","Güzel Sanatlar Fakültesi","36.000 TL"
"","İktisadi İdari ve Sosyal Bilimler Fakültesi psikoloji hariç","38 000 TL"
"","psikoloji","40.000 TL"
"İSTANBUL KENT ÜNİVERSİTESİ","Diş Hekimliği Fakültesi","96.768 TL"
"","Psikoloji","60.480 TL"
"","Halkla İlişkiler ve Reklamcılık Bölümü","48.406 TL"
"","İşletme Bölümü","48.406 TL"
"","Siyaset Bilimi ve Kamu Yönetimi Bölümü,","48.406 TL"
"","Sosyal Hizmet Bölümü","48.406 TL"
"","Uluslararası Ticaret ve Lojistik Bölümü","48.406 TL"
"","Beslenme ve Diyetetik Bölümü","59.875 TL"
"","Çocuk Gelişimi Bölümü","48.406 TL"
"","Dil ve Konuşma Terapisi Bölümü","48.406 TL"
"","Ebelik Bölümü","48.406 TL"
"","Fizyoterapi ve Rehabilitasyon Bölüm","48.406 TL"
"","Hemşirelik Bölümü","48.406 TL"
"","Gastronomi ve Mutfak Sanatları Bölümü","54.024 TL"
"","Hazırlık sınıfı","40.000 TL"
"","Diş Hekimliği Fakültesi","80.000 TL"
"","Yönetim Bilişim Sistemleri","40.000 TL"
"","İç Mimarlık","40.000 TL"
"","Çevre Tasarımı bölümü","40.000 TL"
"İSTANBUL GALATA ÜNİVERSİTESİ","İletişim ve Tasarımı","30.000 TL"
"","Halkla İlişkiler ve Reklamcılık Bölümü","30.000 TL"
"","Gastronomi ve Mutfak Sanatları bölümü","49.000 TL"
"","Psikoloji bölümi","52.000 TL"
"","Spor Bilimleri Fakültesi","34.000 TL"
"İSTANBUL OKAN ÜNİVERSİTESİ","Tıp Fakültesi","100.900 TL KDV'SİZ"
"","Diş Hekimliği Fakültesi","95.900 TL KDV'SİZ"
"","MütercimTercümanlık Bölümü","65.500 TL KDV'SİZ"
"","İşletme ve Yönetim Bilimleri Fakültesi","65.500 TL KDV'SİZ"
"","Uygulamalı Bilimler Fakültesi (Pilotaj ve Spor Yöneticiliği hariç)","65.500 TL KDV'SİZ"
"","Fizyoterapi ve Rehabilitasyon","65.500 TL KDV'SİZ"
"","Beslenme ve Diyetetik","65.500 TL KDV'SİZ"
"","Eğitim Fakültesi","65.500 TL KDV'SİZ"
"","Psikoloji Bölümü","72.000 TL KDV'SİZ"
"","Hukuk Fakültesi","72.000 TL KDV'SİZ"
"","Sanat, Tasarım ve Mimarlık Fakültesinin Mimarlık hariç bölümleri","65.500 TL KDV'SİZ"
"","Mühendislik Fakültesi","70.000 TL KDV'SİZ"
"","Mimarlık Bölümü","70.000 TL KDV'SİZ"
"","Spor Yöneticiliği","53.900 TL KDV'SİZ"
"","Çocuk Gelişimi","53.900 TL KDV'SİZ"
"","Hemşirelik Bölümü","53.900 TL KDV'SİZ"
"","Konservatuvar","48.500 TL KDV'SİZ"
"","Pilotaj Bölümü","65.500 TL KDV'SİZ"
"","Uçuş eğitimi","14.250 AVRO"
"İSTANBUL RUMELİ ÜNİVERSİTESİ","Tüm Bölümler","48.000 TL"
"İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ","Tıp Fakültesi","91.000 TL"
"","Diş Hekimliği Fakültesi","81.000 TL"
"","Eczacılık Fakültesİ","71.000 TL"
"","Beslenme ve Diyetetik bölümü","47.000 TL"
"","Fizyoterapi ve Rehabilitasyon bölümü","44.000 TL"
"","Hemşirelik","36.000 Tl"
"","Ergoterapi bölümü","32.000 TL"
"","Odyoloji Bölümü","35.000 TL"
"İSTANBUL TİCARET ÜNİVERSİTESİ","İnsan ve Toplum Bilimleri Fakültesi","40.572 TL"
"","İşletme Fakültesi","40.572 TL"
"","İletişim Fakültesi","40.572TL"
"","Hukuk Fakültesi","42.793 TL"
"","Mühendislik Fakültesi","41.685 TL"
"","Mimarlık ve Tasarım Fakültesi","41.685 TL"
"","Hukuk Fakültesi","42.750,00 TL"
"","Diş Hekimliği","28.405,00 TL"
"","Eğitim Fakültesi","23,655,00 TL"
"LEFKE AVRUPA ÜNİVERSİTESİ","FenEdebiyat Fakültesi","25.555,00 TL"
"","Psikoloji (İngilizce), Sağlık Bilimleri Fakültesi","27.550,00 TL"
"","Fizyoterapi ve Rehabilitasyon programları","27.550,00 TL"
"","Beslenme ve Diyetetik programlar","27.550,00 TL"
"SANKO ÜNİVERSİTESİ - GAZİANTEP","Tıp Fakültesi","77.000,00 TL"
"","Hemşirelik Bölümü","27.500,00 TL"
"","Fizik Tedavi ve Rehabilitasyon Bölümü","30.000,00 TL"
"","Beslenme ve Diyetetik Bölümü","29.000,00 TL"
"SABANCI ÜNİVERSİTESİ - İSTANBUL","Bilgisayar Bilimi ve Mühendisliği Bölümü","108.500,00 TL"
"","Elektronik Mühendisliği Bölümü","108.500,00 TL"
"","Endüstri Mühendisliği Bölümü","108.500,00 TL"
"","Gastronomi ve Mutfak Sanatları Bölümü","108.500,00 TL"
"","Mekatronik Mühendisliği Bölümü","108.500,00 TL"
"","Moleküler Biyoloji Genetik ve Biyomühendislik Bölümü","108.500,00 TL"
"","Ekonomi Bölümü","108.500,00 TL"
"","Görsel Sanatlar ve Görsel İletişim Tasarımı Bölümü","108.500,00 TL"
"","Psikoloji Bölümü","108.500,00 TL"
"","Siyaset Bilimi ve Uluslararası İlişkiler Bölümü","108.500,00 TL"
"","Yönetim Bilimleri Bölümü","108.500,00 TL"
"PİRİ REİS İSTANBUL","Denizcilik Fakültesi","50.600 TL"
"","İktisadi ve İdari Bilimler Fakültesi","50.600 TL"
"","Mühendislik Fakültesi","50.600 TL"
"","Hukuk Fakültesi","57.040 TL"
"İSTANBUL OKAN ÜNİVERSİTESİ","Tıp Fakültesi (Türkçe ve İngilizce)","100.900,00 TL"
"","Diş Hekimliği Fakültesi (Türkçe ve İngilizce) Bölümleri","95.900,00 TL"
"","İnsan ve Toplum Bilimleri Fakültesinin MütercimTercümanlık
Bölümleri, İşletme ve Yönetim Bilimleri Fakültesi, Uygulamalı Bilimler Fakültesi'nin Pilotaj ve Spor Yöneticiliği hariç tüm bölümleri, Sağlık Bilimleri Fakültesi'nin Fizyoterapi ve Rehabilitasyon, Beslenme ve Diyetetik (Türkçe ve İngilizce ) Bölümleri, Eğitim Fakültesi, Sanat, Tasarım ve Mimarlık","65.000,00 TL"
"","İnsan ve Toplum Bilimleri Fakültesi'nin Psikoloji Bölümü ile Hukuk
Fakültesi","72.000,00 TL"
"","Mühendislik Fakültesi ve Sanat, Tasarım ve Mimarlık Fakültesi
Mimarlık Bölümleri (Türkçe ve İngilizce)","70.000,00 TL"
"","Uygulamalı Bilimler Fakültesi Spor Yöneticiliği, Sağlık Bilimleri
Fakültesi'nin Çocuk Gelişimi ile Hemşirelik Bölümleri","53.900,00 TL"
"","Konservatuvar tüm bölümleri","48.500,00 TL"
"","Pilotaj Bölümü / Uçuş eğitimi","65.500,00  / 14.250 avro"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ","Mühendislik Fakültesi","55.108,00 TL"
"","Mimarlık Fakültesi ve Hukuk Fakültesi","57.270,00 TL"
"","İktisadi ve İdari Bilimler Fakültesi","51.428,00 TL"
"","Eğitim Fakültesi","50.3442,4 TL"
"","Sanat ve Tasarım Fakültesi, Sağlık Bilimleri Fakültesi ve Fen-
Edebiyat Fakültesi için","52.210,00 TL"
"","İngilizce Hazırlık","51.428,00 TL"
"KOÇ ÜNİVERSİTESİ - ANKARA","Tıp Fakültesi dışındaki programlar","101.200,00 TL"
"","Tıp Fakültesi","138.920,00 TL"
"","Yabancı Dil Hazırlık Programı","138.920,00 TL"
"YÜKSEK İHTİSAS - ÜNİVERSİTESİ ANKARA","Tıp Fakültesi","66.240,00 TL"
"","Sağlık Bilimleri Fakültesi","32.200,00 TL"
"","Sağlık Yönetimi programı","32.200,00 TL"
"","Hemşirelik programı","32.200,00 TL"
"","Beslenme ve Diyetetik programı","36.800,00 TL"
"KTO KARATAY ÜNİVERSİTESİ - KONYA","Sosyal ve Beşeri Bilimler Fakültesi","32.000,00 TL"
"","Yabancı Diller Yüksekokulu","32.000,00 TL"
"","İngilizce ve Arapça Hazırlık Programları","32.000,00 TL"
"","Mühendislik Fakültesi","32.000,00 TL"
"","Güzel Sanatlar ve Tasarım Fakültesi","34.200,00 TL"
"","Hukuk Fakültesi","38.640,00 TL"
"","Tıp Fakültesi","60.720,00 TL"
"KAPADOKYA ÜNİVERSİTESİ - NEVŞEHİR","Diş Hekimliği Fakültesi","35.650 TL"
"","Dil ve Konuşma Terapisi","35.650 TL"
"","Gastronomi ve Mutfak Sanatları","35.650 TL"
"","İngiliz Dili ve Edebiyatı","35.650 TL"
"","İngilizce Mütercim Tercümanlık","35.650 TL"
"","Psikoloji","35.650 TL"
"","Havacılık Elektrik ve Elektroniği","35.650 TL"
"","Havacılık Yönetimi","35.650 TL"
"","Uçak Gövde ve Motor Bakımı","35.650 TL"
"","Beslenme ve Diyetetik","30.000 TL"
"","Çocuk Gelişimi","30.000 TL"
"","Fizyoterapi ve Rehabilitasyon","30.000 TL"
"","Siyaset Bilimi ve Kamu Yönetimi","30.000 TL"
"","Siyaset Bilimi ve Uluslararası İlişkiler","30.000 TL"
"NUH NACİ YAZGAN ÜNİVERSİTESİ - KAYSERİ","İşletme","25.760,00 TL"
"","Siyaset Bilimi ve Kamu Yönetimi","25.760, 00 TL"
"","Hemşirelik","25.760,00 TL"
"","Elektrik - Elektronik Mühendisliği","26.680, 00 TL"
"","İnşaat Mühendisliği","26.680, 00 TL"
"","Endüstri Mühendisliği","26.680,00 TL"
"","Beslenme ve Diyetetik Bölümleri","26.680,00 TL"
"","Mimarlık","28.520,00 TL"
"","Fizyoterapi ve Rehabilitasyon","28.520,00 TL"
"","Psikoloji","28.520,00 TL"
"","İç Mimarlık ve Çevre Tasarımı Bölümleri","29.440,00 TL"
"","Diş Hekimliği Fakültesi","59.800,00 TL"
"UFUK ÜNİVERSİTESİ - ANKARA","Tıp Fakültesi","61.629,00 TL"
"","Diğer Fakülteler","42,0200 TL"
"ÜSKÜDAR ÜNİVERSİTESİ - İSTANBUL","Tıp Fakültesi","100,625 KDV'SİZ"
"","İnsan ve Toplum Bilimleri Fakültesi","50,1963 KDV'SİZ"
"","Mühendislik ve Doğa Bilimleri Fakültesİ","51,963 KDV'SİZ"
"","Sağlık Bilimleri Fakültesi","39,074 KDV'SİZ"
"ULUSLARARASI FİNAL ÜNİVERSİTESİ - KIBRIS","Hukuk","34,722,00 TL"
"","Fizyoterapi ve Rehabilitasyon","34,722,00 TL"
"","Gastronomi ve Mutfak Sanatları","28,106,00 TL"
"","Psikoloji","28,106,00 TL"
"","Özel Eğitim Öğretmenliği","28,106,00 TL"
"","Rehberlik ve Psikolojik Danışmanlık","28,106,00 TL"
"","Okul Öncesi Öğretmenliği","28,106,00 TL"
"","İngilizce Öğretmenliği","28,106,00 TL"
"","Türkçe Öğretmenliği","28,106,00 TL"
"","Mimarlık","28,106,00 TL"
"","Bilgisayar Mühendisliği","28,106,00 TL"
"","Yazılım Mühendisliği","25,346,00 TL"
"","Uluslararası Finans ve İngilizce Hazırlık Okulu","25,346,00 TL"
"ULUSLARARASI KIBRIS ÜNİVERSİTESİ - KIBRIS","Hukuk","30,692,00 TL"
"","Eczacılık Fakültesi","37.536,00 TL"
"","İngilizce Hazırlık Okulu","24.840,00 TL"
"LOKMAN HEKİM ÜNİVERSİTESİ - ANKARA","Diş Hekimliği","80.960,00 TL"
"","Tıp Fakültesi","77.280,00 TL"
"","Eczacılık Fakültesi","60.720,00 TL"
"ULUSLARARASI BALKAN ÜNİVERSİTESİ - ÜSKÜP MAKEDONYA","Mühendislik Fakültesi","29.500 TL KDV'siz"
"","Diğer Fakülteler","27.500 TL KDV'SİZ"
"","İngilizce Hazırlık Okulu","27.500 TL KDV'siz"
