Program,2022,2023
2.4,,2.3
4.3,,4.2
4.1,,4.2
6.0,,5.5
7.1,,7.3
7.8,,7.7
9.2,,8.1
8.9,,8.6
8.6,,8.8
8.7,,8.8
9.0,,8.8
9.6,,9.0
9.5,,9.1
9.9,,9.2
9.7,,9.2
9.1,,9.2
9.7,,9.4
9.8,,9.5
9.8,,9.7
10.0,,9.8
10.7,,9.9
9.6,,9.9
10.4,,10.0
10.4,,10.1
10.8,,10.2
11.3,,10.2
10.4,,10.3
10.2,,10.4
.,,10.4
10.8,,10.5
11.7,,10.6
11.1,,10.7
11.1,,10.7
11.8,,10.7
11.2,,10.8
.,,10.8
11.2,,10.9
11.3,,11.0
11.6,,11.0
11.3,,11.1
11.7,,11.2
12.0,,11.2
11.3,,11.3
11.6,,11.3
11.6,,11.3
11.8,,11.3
11.2,,11.4
11.7,,11.4
11.5,,11.5
12.2,,11.6
12.1,,11.6
12.6,,11.8
12.2,,11.8
12.3,,11.8
12.1,,11.8
12.6,,11.8
12.3,,11.9
12.4,,11.9
12.5,,12.0
.,,12.0
12.9,,12.0
12.4,,12.0
12.4,,12.1
12.4,,12.2
12.7,,12.2
12.7,,12.2
12.5,,12.2
12.9,,12.3
13.0,,12.4
12.4,,12.5
13.4,,12.6
13.1,,12.6
12.9,,12.6
13.7,,12.7
13.4,,12.7
12.9,,12.7
13.6,,12.7
13.0,,12.7
13.7,,12.7
13.6,,12.7
12.9,,12.8
13.6,,12.9
14.2,,12.9
13.5,,12.9
13.5,,13.0
13.3,,13.0
13.3,,13.0
13.8,,13.0
13.6,,13.1
14.9,,13.1
13.7,,13.1
.,,13.1
14.3,,13.1
13.1,,13.2
14.0,,13.2
14.6,,13.2
13.9,,13.2
14.5,,13.3
14.4,,13.3
13.6,,13.4
14.1,,13.4
13.9,,13.4
14.7,,13.4
14.1,,13.5
14.3,,13.5
14.0,,13.5
14.3,,13.5
13.9,,13.6
14.7,,13.6
14.1,,13.6
14.6,,13.6
14.7,,13.7
14.2,,13.7
14.7,,13.8
14.6,,13.8
14.6,,13.8
14.1,,14.0
.,,14.0
14.9,,14.0
13.9,,14.1
15.5,,14.1
15.4,,14.1
14.2,,14.1
14.4,,14.2
14.2,,14.2
14.8,,14.2
15.6,,14.4
14.4,,14.4
14.9,,14.5
15.0,,14.5
15.1,,14.5
14.7,,14.5
15.3,,14.6
15.1,,14.6
15.6,,14.7
15.4,,14.7
15.7,,14.7
15.7,,14.8
15.2,,14.9
15.5,,14.9
16.0,,15.0
15.8,,15.0
.,,15.0
15.9,,15.1
15.1,,15.1
15.7,,15.2
14.9,,15.2
15.8,,15.4
16.7,,15.4
16.6,,15.4
15.4,,15.4
14.6,,15.5
15.4,,15.5
15.3,,15.5
16.7,,15.6
16.2,,15.7
16.5,,15.8
16.3,,15.8
15.9,,15.8
16.5,,15.9
.,,15.9
16.7,,15.9
16.3,,16.0
16.4,,16.0
16.3,,16.1
16.4,,16.2
17.3,,16.3
16.9,,16.3
17.0,,16.3
18.1,,16.5
18.4,,16.5
16.8,,16.5
17.7,,16.6
18.0,,16.7
17.5,,16.8
17.6,,16.9
17.4,,16.9
18.0,,16.9
17.7,,16.9
18.2,,17.1
17.7,,17.1
18.0,,17.1
17.2,,17.2
18.1,,17.2
18.0,,17.3
18.1,,17.3
17.7,,17.3
18.8,,17.4
18.2,,17.5
18.5,,17.5
19.0,,17.6
18.9,,17.8
18.1,,17.8
18.9,,17.9
18.8,,17.9
19.2,,18.1
19.1,,18.1
18.9,,18.2
19.3,,18.3
19.6,,18.4
19.3,,18.4
19.0,,18.4
16.7,,18.4
19.3,,18.4
19.8,,18.5
19.3,,18.8
20.1,,19.0
18.8,,19.1
19.7,,19.1
19.1,,19.1
21.2,,20.1
21.6,,20.3
22.2,,20.7
22.4,,21.9
24.5,,23.2
13.5,,.
11.7,,.
19.1,,.
,,
,,
,,
,,
,,
,,
