universityName,universityType,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupiedSlots,tuitionFee,universityLocation,universityRegion,profCount,assoCount,docCount,baseRanking,topRanking,avgAdmissionRanking(TYT),baseAdmissionRanking(TYT),stdDeviationStudents,revenue,outOfCityStudentRate,totalPreference,top1PreferenceRatio,avgOrderofPreference,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedTotalPref,admittedTotalDepartmentPref,currentStudentCount,baseScore,topScore,totalForeignStudents,totalStudentNumber,Urap_Rank,Urap_Score,avg_monthly_income_group,Time_for_employment,employment_rate,base_salary_by_year,inflation_by_year,growth_by_year
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇çmimarlıkveçevretasarımı,202110956,EA,İngilizce,100.0,24,24,0.0,ANKARA,İç Anadolu,2,1,2,25977.0,4690.0,107949.0,201921.0,10643.5,0.0,5.42,255.0,3.29,4.7,2.3,0.625,0.792,1.0,250,63,80,307.47797,313.90265,635.0,10625.0,10.0,654.93,-2.0,13.6,70.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇çmimarlıkveçevretasarımı,202110956,EA,İngilizce,100.0,24,24,0.0,ANKARA,İç Anadolu,2,1,2,25977.0,4690.0,107949.0,201921.0,10643.5,0.0,5.42,255.0,3.29,4.7,2.3,0.625,0.792,1.0,250,63,80,336.77058,366.11693,635.0,10625.0,10.0,654.93,-2.0,13.6,70.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇çmimarlıkveçevretasarımı,202110629,EA,İngilizce,50.0,43,43,25541.25,ANKARA,İç Anadolu,2,1,2,140402.0,35806.0,270836.0,536419.0,52298.0,1098273.75,4.42,506.0,2.09,5.7,3.5,0.186,0.698,0.953,362,170,169,307.47797,313.90265,635.0,10625.0,10.0,654.93,-2.0,13.6,70.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇çmimarlıkveçevretasarımı,202110629,EA,İngilizce,50.0,43,43,25541.25,ANKARA,İç Anadolu,2,1,2,140402.0,35806.0,270836.0,536419.0,52298.0,1098273.75,4.42,506.0,2.09,5.7,3.5,0.186,0.698,0.953,362,170,169,336.77058,366.11693,635.0,10625.0,10.0,654.93,-2.0,13.6,70.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇çmimarlıkveçevretasarımı,202110135,EA,İngilizce,0.0,93,93,51082.5,ANKARA,İç Anadolu,2,1,2,460297.0,151244.0,537044.0,1193746.0,154526.5,4750672.5,4.3,346.0,0.55,7.4,4.0,0.054,0.645,0.957,998,448,365,307.47797,313.90265,635.0,10625.0,10.0,654.93,-2.0,13.6,70.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇çmimarlıkveçevretasarımı,202110135,EA,İngilizce,0.0,93,93,51082.5,ANKARA,İç Anadolu,2,1,2,460297.0,151244.0,537044.0,1193746.0,154526.5,4750672.5,4.3,346.0,0.55,7.4,4.0,0.054,0.645,0.957,998,448,365,336.77058,366.11693,635.0,10625.0,10.0,654.93,-2.0,13.6,70.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇şletmefakültesi,i̇şletme,202110383,EA,İngilizce,100.0,27,27,0.0,ANKARA,İç Anadolu,3,7,10,1294.0,588.0,39107.0,83143.0,353.0,0.0,6.67,589.0,1.56,5.3,2.1,0.407,0.815,1.0,253,88,93,220.37021,251.09364,635.0,10625.0,10.0,654.93,0.0,19.8,74.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇şletmefakültesi,i̇şletme,202110383,EA,İngilizce,100.0,27,27,0.0,ANKARA,İç Anadolu,3,7,10,1294.0,588.0,39107.0,83143.0,353.0,0.0,6.67,589.0,1.56,5.3,2.1,0.407,0.815,1.0,253,88,93,284.40204,313.37024,635.0,10625.0,10.0,654.93,0.0,19.8,74.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇şletmefakültesi,i̇şletme,202110726,EA,İngilizce,50.0,56,56,18661.25,ANKARA,İç Anadolu,3,7,10,23006.0,1672.0,92337.0,192094.0,10667.0,1045030.0,6.07,665.0,2.41,5.3,4.0,0.161,0.607,1.0,484,235,262,220.37021,251.09364,635.0,10625.0,10.0,654.93,0.0,19.8,74.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇şletmefakültesi,i̇şletme,202110726,EA,İngilizce,50.0,56,56,18661.25,ANKARA,İç Anadolu,3,7,10,23006.0,1672.0,92337.0,192094.0,10667.0,1045030.0,6.07,665.0,2.41,5.3,4.0,0.161,0.607,1.0,484,235,262,284.40204,313.37024,635.0,10625.0,10.0,654.93,0.0,19.8,74.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇şletmefakültesi,i̇şletme,202110374,EA,İngilizce,0.0,100,100,37322.5,ANKARA,İç Anadolu,3,7,10,176748.0,17948.0,281673.0,772576.0,79400.0,3732250.0,4.1,623.0,1.24,6.0,3.2,0.11,0.67,0.99,870,351,511,220.37021,251.09364,635.0,10625.0,10.0,654.93,0.0,19.8,74.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇şletmefakültesi,i̇şletme,202110374,EA,İngilizce,0.0,100,100,37322.5,ANKARA,İç Anadolu,3,7,10,176748.0,17948.0,281673.0,772576.0,79400.0,3732250.0,4.1,623.0,1.24,6.0,3.2,0.11,0.67,0.99,870,351,511,284.40204,313.37024,635.0,10625.0,10.0,654.93,0.0,19.8,74.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,"i̇ktisadi,i̇darivesosyalbilimlerfakültesi",i̇ktisat,202110205,EA,İngilizce,100.0,21,21,0.0,ANKARA,İç Anadolu,4,6,8,1002.0,208.0,30240.0,95569.0,397.0,0.0,6.19,448.0,1.38,5.3,2.6,0.524,0.762,0.952,202,53,98,284.82336,362.29705,635.0,10625.0,10.0,654.93,0.0,20.1,72.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,"i̇ktisadi,i̇darivesosyalbilimlerfakültesi",i̇ktisat,202110205,EA,İngilizce,100.0,21,21,0.0,ANKARA,İç Anadolu,4,6,8,1002.0,208.0,30240.0,95569.0,397.0,0.0,6.19,448.0,1.38,5.3,2.6,0.524,0.762,0.952,202,53,98,250.80555,286.19683,635.0,10625.0,10.0,654.93,0.0,20.1,72.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,"i̇ktisadi,i̇darivesosyalbilimlerfakültesi",i̇ktisat,202110647,EA,İngilizce,50.0,80,80,51969.18396226415,ANKARA,İç Anadolu,4,6,8,44307.0,3134.0,121891.0,291719.0,20586.5,4157534.716981132,7.38,581.0,1.27,5.5,3.8,0.163,0.525,0.988,761,243,350,284.82336,362.29705,635.0,10625.0,10.0,654.93,0.0,20.1,72.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,"i̇ktisadi,i̇darivesosyalbilimlerfakültesi",i̇ktisat,202110647,EA,İngilizce,50.0,80,80,51969.18396226415,ANKARA,İç Anadolu,4,6,8,44307.0,3134.0,121891.0,291719.0,20586.5,4157534.716981132,7.38,581.0,1.27,5.5,3.8,0.163,0.525,0.988,761,243,350,250.80555,286.19683,635.0,10625.0,10.0,654.93,0.0,20.1,72.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,"i̇ktisadi,i̇darivesosyalbilimlerfakültesi",i̇ktisat,202110198,EA,İngilizce,0.0,42,42,51969.18396226415,ANKARA,İç Anadolu,4,6,8,182338.0,47416.0,244128.0,633591.0,67461.0,2182705.7264150945,4.52,363.0,0.22,6.9,3.9,0.024,0.476,1.0,353,130,247,284.82336,362.29705,635.0,10625.0,10.0,654.93,0.0,20.1,72.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,"i̇ktisadi,i̇darivesosyalbilimlerfakültesi",i̇ktisat,202110198,EA,İngilizce,0.0,42,42,51969.18396226415,ANKARA,İç Anadolu,4,6,8,182338.0,47416.0,244128.0,633591.0,67461.0,2182705.7264150945,4.52,363.0,0.22,6.9,3.9,0.024,0.476,1.0,353,130,247,250.80555,286.19683,635.0,10625.0,10.0,654.93,0.0,20.1,72.1,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇letişimvetasarımı,202190187,SÖZ,İngilizce,100.0,11,11,0.0,ANKARA,İç Anadolu,1,0,2,806.0,254.0,131983.0,279237.0,276.0,0.0,6.36,361.0,3.35,3.8,1.5,0.909,0.909,1.0,66,21,19,225.62906,233.53034,635.0,10625.0,10.0,654.93,-1.0,15.5,73.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇letişimvetasarımı,202190187,SÖZ,İngilizce,100.0,11,11,0.0,ANKARA,İç Anadolu,1,0,2,806.0,254.0,131983.0,279237.0,276.0,0.0,6.36,361.0,3.35,3.8,1.5,0.909,0.909,1.0,66,21,19,314.07917,336.53636,635.0,10625.0,10.0,654.93,-1.0,15.5,73.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇letişimvetasarımı,202190188,SÖZ,İngilizce,50.0,55,55,51969.18396226415,ANKARA,İç Anadolu,1,0,2,75318.0,1220.0,368214.0,1134875.0,37049.0,2858305.117924528,3.82,268.0,1.87,4.7,2.7,0.145,0.8,1.0,366,114,95,225.62906,233.53034,635.0,10625.0,10.0,654.93,-1.0,15.5,73.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇letişimvetasarımı,202190188,SÖZ,İngilizce,50.0,55,55,51969.18396226415,ANKARA,İç Anadolu,1,0,2,75318.0,1220.0,368214.0,1134875.0,37049.0,2858305.117924528,3.82,268.0,1.87,4.7,2.7,0.145,0.8,1.0,366,114,95,314.07917,336.53636,635.0,10625.0,10.0,654.93,-1.0,15.5,73.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇letişimvetasarımı,202190186,SÖZ,İngilizce,0.0,10,10,51969.18396226415,ANKARA,İç Anadolu,1,0,2,149657.0,76204.0,519362.0,957351.0,36726.5,519691.8396226415,0.0,112.0,2.14,5.1,3.6,0.0,0.7,1.0,93,31,28,225.62906,233.53034,635.0,10625.0,10.0,654.93,-1.0,15.5,73.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,güzelsanatlartasarımvemimarlıkfakültesi,i̇letişimvetasarımı,202190186,SÖZ,İngilizce,0.0,10,10,51969.18396226415,ANKARA,İç Anadolu,1,0,2,149657.0,76204.0,519362.0,957351.0,36726.5,519691.8396226415,0.0,112.0,2.14,5.1,3.6,0.0,0.7,1.0,93,31,28,314.07917,336.53636,635.0,10625.0,10.0,654.93,-1.0,15.5,73.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇nsanibilimlerveedebiyatfakültesi,"i̇ngilizce,fransızcamütercimvetercümanlık",202190179,DİL,Türkçe,100.0,8,8,0.0,ANKARA,İç Anadolu,1,0,0,1579.0,563.0,29343.0,52205.0,508.0,0.0,5.0,354.0,3.7,3.8,1.8,0.75,0.875,1.0,52,10,8,331.08515,421.70303,635.0,10625.0,10.0,654.93,-0.3345791355216119,13.887815228923529,75.59646617154982,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇nsanibilimlerveedebiyatfakültesi,"i̇ngilizce,fransızcamütercimvetercümanlık",202190180,DİL,Türkçe,50.0,48,48,51969.18396226415,ANKARA,İç Anadolu,1,0,0,8940.0,2301.0,223865.0,423817.0,3319.5,2494520.830188679,6.67,201.0,2.04,5.1,2.4,0.292,0.792,1.0,419,76,46,331.08515,421.70303,635.0,10625.0,10.0,654.93,-0.3345791355216119,13.887815228923529,75.59646617154982,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇nsanibilimlerveedebiyatfakültesi,i̇ngilizdiliveedebiyatı,202110938,DİL,İngilizce,100.0,8,8,0.0,ANKARA,İç Anadolu,1,0,15,3075.0,1323.0,85788.0,113638.0,876.0,0.0,7.5,321.0,1.71,4.6,4.1,0.5,0.75,0.875,74,25,22,230.04423,313.72275,635.0,10625.0,10.0,654.93,-1.0,10.8,74.5,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇nsanibilimlerveedebiyatfakültesi,i̇ngilizdiliveedebiyatı,202110717,DİL,İngilizce,50.0,48,48,16500.0,ANKARA,İç Anadolu,1,0,15,15501.0,3495.0,378602.0,879355.0,6003.0,792000.0,6.88,272.0,1.25,5.7,2.8,0.2289999999999999,0.7709999999999999,1.0,366,175,198,230.04423,313.72275,635.0,10625.0,10.0,654.93,-1.0,10.8,74.5,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇nsanibilimlerveedebiyatfakültesi,amerikankültürüveedebiyatı,202110902,DİL,İngilizce,100.0,6,6,0.0,ANKARA,İç Anadolu,1,1,10,3646.0,2953.0,115567.0,141869.0,346.5,0.0,3.33,196.0,1.12,5.0,4.3,0.1669999999999999,0.3329999999999999,1.0,72,11,15,206.16052,251.15683,635.0,10625.0,10.0,654.93,0.0,12.4,74.8,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇nsanibilimlerveedebiyatfakültesi,amerikankültürüveedebiyatı,202110683,DİL,İngilizce,50.0,37,37,51969.18396226415,ANKARA,İç Anadolu,1,1,10,19071.0,4550.0,463463.0,942157.0,7260.5,1922859.8066037735,3.78,240.0,1.13,5.8,3.6,0.162,0.703,0.946,329,93,160,206.16052,251.15683,635.0,10625.0,10.0,654.93,0.0,12.4,74.8,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇nsanibilimlerveedebiyatfakültesi,arkeoloji,202110911,EA,İngilizce,100.0,4,4,0.0,ANKARA,İç Anadolu,1,0,3,24784.0,1973.0,105211.0,170941.0,11405.5,0.0,5.0,96.0,2.71,6.2,1.5,0.75,1.0,1.0,52,5,13,254.82458,325.72949,635.0,10625.0,10.0,654.93,-2.0,16.2,62.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,i̇nsanibilimlerveedebiyatfakültesi,arkeoloji,202110841,EA,İngilizce,50.0,10,10,51969.18396226415,ANKARA,İç Anadolu,1,0,3,296292.0,27036.0,508512.0,1061839.0,134628.0,519691.8396226415,5.0,57.0,0.53,8.2,2.9,0.1,0.8,1.0,68,26,15,254.82458,325.72949,635.0,10625.0,10.0,654.93,-2.0,16.2,62.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,bilgisayarmühendisliği,202110408,SAY,İngilizce,100.0,45,45,0.0,ANKARA,İç Anadolu,10,1,5,432.0,620.0,810.0,4196.0,94.0,0.0,6.0,1471.0,2.56,3.3,1.4,0.711,0.978,1.0,305,177,239,2591849.0,278.61571,635.0,10625.0,10.0,654.93,2.0,12.1,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,bilgisayarmühendisliği,202110408,SAY,İngilizce,100.0,45,45,0.0,ANKARA,İç Anadolu,10,1,5,432.0,620.0,810.0,4196.0,94.0,0.0,6.0,1471.0,2.56,3.3,1.4,0.711,0.978,1.0,305,177,239,286.58993,344.27131,635.0,10625.0,10.0,654.93,2.0,12.1,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,bilgisayarmühendisliği,202110735,SAY,İngilizce,50.0,35,35,20650.0,ANKARA,İç Anadolu,10,1,5,2273.0,784.0,4269.0,21509.0,744.5,722750.0,4.0,611.0,1.23,4.7,4.2,0.0,0.371,1.0,376,224,129,2591849.0,278.61571,635.0,10625.0,10.0,654.93,2.0,12.1,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,bilgisayarmühendisliği,202110735,SAY,İngilizce,50.0,35,35,20650.0,ANKARA,İç Anadolu,10,1,5,2273.0,784.0,4269.0,21509.0,744.5,722750.0,4.0,611.0,1.23,4.7,4.2,0.0,0.371,1.0,376,224,129,286.58993,344.27131,635.0,10625.0,10.0,654.93,2.0,12.1,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,bilgisayarmühendisliği,202110392,SAY,İngilizce,0.0,80,80,41300.0,ANKARA,İç Anadolu,10,1,5,8983.0,2314.0,16299.0,71248.0,3334.5,3304000.0,4.88,673.0,1.92,5.4,5.1,0.013,0.3379999999999999,0.95,852,449,560,2591849.0,278.61571,635.0,10625.0,10.0,654.93,2.0,12.1,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,bilgisayarmühendisliği,202110392,SAY,İngilizce,0.0,80,80,41300.0,ANKARA,İç Anadolu,10,1,5,8983.0,2314.0,16299.0,71248.0,3334.5,3304000.0,4.88,673.0,1.92,5.4,5.1,0.013,0.3379999999999999,0.95,852,449,560,286.58993,344.27131,635.0,10625.0,10.0,654.93,2.0,12.1,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,uygulamalıbilimlerfakültesi,bilişimsistemleriveteknolojileri,202190193,SAY,İngilizce,100.0,12,12,0.0,ANKARA,İç Anadolu,0,0,3,22183.0,2655.0,38549.0,62643.0,9764.0,0.0,5.83,599.0,3.52,5.1,3.3,0.3329999999999999,0.667,1.0,156,13,25,248.50956,346.78406,635.0,10625.0,10.0,654.93,2.0,12.6,81.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,uygulamalıbilimlerfakültesi,bilişimsistemleriveteknolojileri,202190193,SAY,İngilizce,100.0,12,12,0.0,ANKARA,İç Anadolu,0,0,3,22183.0,2655.0,38549.0,62643.0,9764.0,0.0,5.83,599.0,3.52,5.1,3.3,0.3329999999999999,0.667,1.0,156,13,25,260.09437,357.49214,635.0,10625.0,10.0,654.93,2.0,12.6,81.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,uygulamalıbilimlerfakültesi,bilişimsistemleriveteknolojileri,202190194,SAY,İngilizce,50.0,66,66,19322.5,ANKARA,İç Anadolu,0,0,3,81570.0,22720.0,82294.0,223688.0,29425.0,1275285.0,3.48,635.0,2.55,5.5,4.7,0.0,0.485,0.939,745,147,123,248.50956,346.78406,635.0,10625.0,10.0,654.93,2.0,12.6,81.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,uygulamalıbilimlerfakültesi,bilişimsistemleriveteknolojileri,202190194,SAY,İngilizce,50.0,66,66,19322.5,ANKARA,İç Anadolu,0,0,3,81570.0,22720.0,82294.0,223688.0,29425.0,1275285.0,3.48,635.0,2.55,5.5,4.7,0.0,0.485,0.939,745,147,123,260.09437,357.49214,635.0,10625.0,10.0,654.93,2.0,12.6,81.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,uygulamalıbilimlerfakültesi,bilişimsistemleriveteknolojileri,202190192,SAY,İngilizce,0.0,5,5,38645.0,ANKARA,İç Anadolu,0,0,3,88462.0,82795.0,89004.0,154266.0,2833.5,193225.0,2.0,215.0,0.47,7.0,4.6,0.0,0.6,0.8,57,13,37,248.50956,346.78406,635.0,10625.0,10.0,654.93,2.0,12.6,81.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,uygulamalıbilimlerfakültesi,bilişimsistemleriveteknolojileri,202190192,SAY,İngilizce,0.0,5,5,38645.0,ANKARA,İç Anadolu,0,0,3,88462.0,82795.0,89004.0,154266.0,2833.5,193225.0,2.0,215.0,0.47,7.0,4.6,0.0,0.6,0.8,57,13,37,260.09437,357.49214,635.0,10625.0,10.0,654.93,2.0,12.6,81.7,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,elektrik-elektronikmühendisliği,202110426,SAY,İngilizce,100.0,45,45,0.0,ANKARA,İç Anadolu,19,4,3,797.0,560.0,1991.0,8566.0,118.5,0.0,5.56,817.0,1.6,4.2,1.5,0.6,0.978,1.0,356,127,213,362.54792,380.49406,635.0,10625.0,10.0,654.93,2.0,11.6,84.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,elektrik-elektronikmühendisliği,202110426,SAY,İngilizce,100.0,45,45,0.0,ANKARA,İç Anadolu,19,4,3,797.0,560.0,1991.0,8566.0,118.5,0.0,5.56,817.0,1.6,4.2,1.5,0.6,0.978,1.0,356,127,213,372.33992,392.20262,635.0,10625.0,10.0,654.93,2.0,11.6,84.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,elektrik-elektronikmühendisliği,202110744,SAY,İngilizce,50.0,35,35,19505.0,ANKARA,İç Anadolu,19,4,3,3885.0,814.0,6960.0,26354.0,1535.5,682675.0,3.71,460.0,0.83,5.5,5.1,0.0,0.457,0.943,447,146,126,362.54792,380.49406,635.0,10625.0,10.0,654.93,2.0,11.6,84.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,elektrik-elektronikmühendisliği,202110744,SAY,İngilizce,50.0,35,35,19505.0,ANKARA,İç Anadolu,19,4,3,3885.0,814.0,6960.0,26354.0,1535.5,682675.0,3.71,460.0,0.83,5.5,5.1,0.0,0.457,0.943,447,146,126,372.33992,392.20262,635.0,10625.0,10.0,654.93,2.0,11.6,84.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,elektrik-elektronikmühendisliği,202110417,SAY,İngilizce,0.0,80,80,39010.0,ANKARA,İç Anadolu,19,4,3,14346.0,4099.0,18038.0,67376.0,5123.5,3120800.0,2.75,530.0,0.96,6.1,5.2,0.025,0.3,0.938,923,327,475,362.54792,380.49406,635.0,10625.0,10.0,654.93,2.0,11.6,84.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,elektrik-elektronikmühendisliği,202110417,SAY,İngilizce,0.0,80,80,39010.0,ANKARA,İç Anadolu,19,4,3,14346.0,4099.0,18038.0,67376.0,5123.5,3120800.0,2.75,530.0,0.96,6.1,5.2,0.025,0.3,0.938,923,327,475,372.33992,392.20262,635.0,10625.0,10.0,654.93,2.0,11.6,84.4,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,endüstrimühendisliği,202110444,SAY,İngilizce,100.0,45,45,0.0,ANKARA,İç Anadolu,7,2,6,2690.0,706.0,4056.0,13035.0,992.0,0.0,8.67,847.0,1.13,5.8,3.5,0.222,0.711,0.933,457,154,226,292.73093,353.45713,635.0,10625.0,10.0,654.93,2.0,11.7,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,endüstrimühendisliği,202110444,SAY,İngilizce,100.0,45,45,0.0,ANKARA,İç Anadolu,7,2,6,2690.0,706.0,4056.0,13035.0,992.0,0.0,8.67,847.0,1.13,5.8,3.5,0.222,0.711,0.933,457,154,226,318.85812,358567.0,635.0,10625.0,10.0,654.93,2.0,11.7,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,endüstrimühendisliği,202110753,SAY,İngilizce,50.0,35,35,19505.0,ANKARA,İç Anadolu,7,2,6,10088.0,2991.0,13397.0,39025.0,3548.5,682675.0,6.29,493.0,1.03,6.3,4.2,0.057,0.457,0.971,327,168,124,292.73093,353.45713,635.0,10625.0,10.0,654.93,2.0,11.7,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,endüstrimühendisliği,202110753,SAY,İngilizce,50.0,35,35,19505.0,ANKARA,İç Anadolu,7,2,6,10088.0,2991.0,13397.0,39025.0,3548.5,682675.0,6.29,493.0,1.03,6.3,4.2,0.057,0.457,0.971,327,168,124,318.85812,358567.0,635.0,10625.0,10.0,654.93,2.0,11.7,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,endüstrimühendisliği,202110435,SAY,İngilizce,0.0,80,80,39010.0,ANKARA,İç Anadolu,7,2,6,34542.0,10522.0,36065.0,111084.0,12010.0,3120800.0,4.25,679.0,1.09,7.1,5.1,0.013,0.363,0.938,871,342,491,292.73093,353.45713,635.0,10625.0,10.0,654.93,2.0,11.7,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,mühendislikfakültesi,endüstrimühendisliği,202110435,SAY,İngilizce,0.0,80,80,39010.0,ANKARA,İç Anadolu,7,2,6,34542.0,10522.0,36065.0,111084.0,12010.0,3120800.0,4.25,679.0,1.09,7.1,5.1,0.013,0.363,0.938,871,342,491,318.85812,358567.0,635.0,10625.0,10.0,654.93,2.0,11.7,84.9,2825,36.0,11.6
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vakıf,fenfakültesi,fizik,202110065,SAY,İngilizce,100.0,20,20,0.0,ANKARA,İç Anadolu,9,0,7,3608.0,497.0,6721.0,22410.0,1555.5,0.0,8.0,246.0,2.8,4.6,1.4,0.8,0.95,1.0,130,55,89,250.43422,296.90814,635.0,10625.0,10.0,654.93,-1.0,16.3,73.4,2825,36.0,11.6
