Üniversite,Bölüm/Fakülte,Ücret,Akademik yıl
İstanbul Altınbaş Üni.,Hukuk Fakültesi,61.579,2021
İstanbul Altınbaş Üni.,Eczacılık Fakültesi,61.579,2021
İstanbul Altınbaş Üni.,Tıp Fakültesi,93.572,2021
İstanbul Altınbaş Üni.,Bilgisayar Mühendisliği (Türkçe),53.583,2021
İstanbul Altınbaş Üni.,Bilgisayar Mühendisliği (İngilizce),53.583,2021
İstanbul Altınbaş Üni.,İç Mimarlık ve Çevre Tasarımı (Türkçe),53.583,2021
İstanbul Altınbaş Üni.,İç Mimarlık ve Çevre Tasarımı (İngilizce),53.583,2021
İstanbul Altınbaş Üni.,Yazılım Mühendisliği,53.583,2021
İstanbul Altınbaş Üni.,İşletme,53.583,2021
İstanbul Altınbaş Üni.,Güzel Sanatlar ve Tasarım Fakültesi,50.550,2021
İstanbul Aydın Üni.,Tıp Fakültesi,89.000,2021
İstanbul Aydın Üni.,Diş Hekimliği Fakültesi,89.000,2021
İstanbul Aydın Üni.,Hukuk (%50 İndirimli),33.000,2021
İstanbul Aydın Üni.,Psikoloji,49.000,2021
İstanbul Aydın Üni.,Pilotaj (İngilizce),70.000,2021
İstanbul Aydın Üni.,Müzik Öğretmenliği,49.500,2021
İstanbul Aydın Üni.,Gastronomi ve Mutfak Sanatları,42.000,2021
İstanbul Aydın Üni.,"Hemşirelik, Beslenme ve Diyetetik (%25 İndirimli)",30.000,2021
İstanbul Aydın Üni.,"Mimarlık, İç Mimarlık, Endüstriyel Tasarım (%50 İndirimli)",24.750,2021
İstanbul Aydın Üni.,Beden Eğitimi ve Spor Öğretmenliği (%50 İndirimli),24.750,2021
İstanbul Okan Üni.,Diş Hekimliği Fakültesi (Türkçe & İngilizce),113.000,2021
İstanbul Okan Üni.,Hukuk Fakültesi (%50 Burslu),42.480,2021
İstanbul Okan Üni.,"Ekonomi ve Finans (İngilizce, %50 Burslu)",38.645,2021
İstanbul Okan Üni.,"İşletme (Türkçe & İngilizce, %50 Burslu)",38.645,2021
İstanbul Okan Üni.,"Uluslararası İlişkiler (Türkçe & İngilizce, %50 Burslu)",38.645,2021
İstanbul Okan Üni.,"Lojistik Yönetimi (İngilizce, %50 Burslu)",38.645,2021
İstanbul Okan Üni.,"Uluslararası Ticaret (Türkçe & İngilizce, %50 Burslu)",38.645,2021
İstanbul Okan Üni.,Psikoloji,84.960,2021
İstanbul Okan Üni.,Müzik,55.700,2021
İstanbul Okan Üni.,Tiyatro,55.700,2021
İstanbul Okan Üni.,"Bilgisayar Mühendisliği (İngilizce, %50 Burslu)",41.300,2021
İstanbul Okan Üni.,"Elektrik-Elektronik Mühendisliği (İngilizce, %50 Burslu)",41.300,2021
İstanbul Okan Üni.,"Endüstri Mühendisliği (İngilizce, %50 Burslu)",41.300,2021
İstanbul Okan Üni.,"İnşaat Mühendisliği (Türkçe & İngilizce, %50 Burslu)",41.300,2021
İstanbul Okan Üni.,"Makine Mühendisliği (İngilizce, %50 Burslu)",41.300,2021
İstanbul Okan Üni.,"Mekatronik Mühendisliği (İngilizce, %50 Burslu)",41.300,2021
İstanbul Okan Üni.,"Otomotiv Mühendisliği (İngilizce, %50 Burslu)",41.300,2021
İstanbul Okan Üni.,"Yazılım Mühendisliği (İngilizce, %50 Burslu)",41.300,2021
İstanbul Okan Üni.,"Beslenme ve Diyetetik (Türkçe & İngilizce, %50 Burslu)",38.645,2021
İstanbul Okan Üni.,Hemşirelik,31.750,2021
İstanbul Okan Üni.,Çocuk Gelişimi,31.750,2021
İstanbul Okan Üni.,Fizyoterapi ve Rehabilitasyon,38.645,2021
İstanbul Okan Üni.,"Mimarlık (Türkçe & İngilizce, %50 Burslu)",41.300,2021
İstanbul Okan Üni.,Tıp Fakültesi (Türkçe & İngilizce),119.000,2021
İstanbul Okan Üni.,Gastronomi ve Mutfak Sanatları (%50 Burslu),38.645,2021
İstanbul Okan Üni.,Halkla İlişkiler ve Reklamcılık (%50 Burslu),38.645,2021
İstanbul Okan Üni.,Havacılık Yönetimi (%50 Burslu),38.645,2021
İstanbul Okan Üni.,Bilişim Sistemleri ve Teknolojileri (%50 Burslu),38.645,2021
İstanbul Okan Üni.,Spor Yöneticiliği,63.500,2021
Kadir Has Üni.,İngilizce Hazırlık Programı,77.080,2021
Kadir Has Üni.,Hukuk Fakültesi,77.080,2021
Kadir Has Üni.,"İktisadi, İdari ve Sosyal Bilimler Fakültesi",77.080,2021
Kadir Has Üni.,İletişim Fakültesi,77.080,2021
Kadir Has Üni.,Mühendislik ve Doğa Bilimleri Fakültesi,77.080,2021
Kadir Has Üni.,Endüstriyel Tasarım,77.080,2021
Kadir Has Üni.,İç Mimarlık ve Çevre Tasarımı,77.080,2021
Kadir Has Üni.,Mimarlık,77.080,2021
Kadir Has Üni.,Tiyatro,69.560,2021
Koç Üni.,Tıp Fakültesi,187.700,2021
Koç Üni.,Tüm Bölümler (Tıp Fakültesi Dışında),136.500,2021
Koç Üni.,Yabancı Dil Hazırlık Programı,136.500,2021
Medipol Üni.,Psikoloji,42.120,2021
Medipol Üni.,Hukuk Fakültesi,69.660,2021
Medipol Üni.,Uluslararası Tıp Fakültesi,95.950,2021
Medipol Üni.,Tıp Fakültesi,106.810,2021
Medipol Üni.,Diş Hekimliği Fakültesi,106.810,2021
Medipol Üni.,Eczacılık Fakültesi,96.660,2021
Medipol Üni.,Mimarlık,60.480,2021
Medipol Üni.,Fizyoterapi ve Rehabilitasyon,52.380,2021
Medipol Üni.,İnşaat Mühendisliği,55.620,2021
Medipol Üni.,Bilgisayar Mühendisliği,55.620,2021
Medipol Üni.,Elektrik-Elektronik Mühendisliği,55.620,2021
Medipol Üni.,Biyomedikal Mühendisliği,55.620,2021
Medipol Üni.,Endüstri Mühendisliği,55.620,2021
Medipol Üni.,İngilizce Öğretmenliği,48.440,2021
Medipol Üni.,İlköğretim Matematik Öğretmenliği,48.440,2021
Medipol Üni.,Okul Öncesi Öğretmenliği,48.440,2021
Medipol Üni.,Rehberlik ve Psikolojik Danışmanlık,48.440,2021
Medipol Üni.,Beslenme ve Diyetetik,50.760,2021
Medipol Üni.,Hemşirelik,42.120,2021
Medipol Üni.,Siyaset Bilimi ve Uluslararası İlişkiler,38.880,2021
Medipol Üni.,Siyaset Bilimi ve Kamu Yönetimi,38.880,2021
Medipol Üni.,İşletme,38.880,2021
Medipol Üni.,Yönetim Bilişim Sistemleri,38.880,2021
Medipol Üni.,Ekonomi ve Finans,38.880,2021
Medipol Üni.,Havacılık Yönetimi,38.880,2021
Medipol Üni.,Lojistik Yönetimi,38.880,2021
Medipol Üni.,Uluslararası Ticaret ve Finansman,38.880,2021
Medipol Üni.,İç Mimarlık ve Çevre Tasarımı,52.165,2021
Medipol Üni.,Kentsel Tasarım ve Peyzaj Mimarlığı,38.500,2021
Medipol Üni.,Gastronomi ve Mutfak Sanatları,52.165,2021
Medipol Üni.,Türk Müziği,36.020,2021
Medipol Üni.,Yeni Medya ve İletişim,39.960,2021
Medipol Üni.,Gazetecilik,39.960,2021
Medipol Üni.,Radyo Televizyon ve Sinema,39.960,2021
Medipol Üni.,Medya ve Görsel Sanatlar,39.960,2021
Medipol Üni.,Halkla İlişkiler ve Reklamcılık,39.960,2021
MEF Üni.,İngilizce Hazırlık Programı,31.586,2021
MEF Üni.,Eğitim Fakültesi Bölümleri,31.586,2021
