Üniversite,Bölüm/Fakülte,Ücret,Akademik yıl
MEF Üni.,Hukuk Fakültesi,37.637,2021
MEF Üni.,Mühendislik Fakültesi Bölümleri,31.586,2021
MEF Üni.,"İktisadi, İdari ve Sosyal Bilimler Fakültesi Bölümleri",31.586,2021
MEF Üni.,Sanat Tasarım ve Mimarlık Fakültesi / İç Mimarlık,31.586,2021
MEF Üni.,Sanat Tasarım ve Mimarlık Fakültesi / Mimarlık,34.736,2021
Nişantaşı Üni.,Tıp Fakültesi,105.000,2021
Nişantaşı Üni.,Diş Hekimliği Fakültesi,95.000,2021
Nişantaşı Üni.,Hava Trafik Kontrolü,85.000,2021
Nişantaşı Üni.,Pilotaj,49.000,2021
Nişantaşı Üni.,Psikoloji,58.000,2021
Nişantaşı Üni.,Finans ve Bankacılık,32.000,2021
Nişantaşı Üni.,"Müzik, Sahne Sanatları",44.000,2021
Nişantaşı Üni.,"Uluslararası Ticaret ve İşletmeciliği, Turizm Rehberliği",32.000,2021
Nişantaşı Üni.,İşletme,32.000,2021
Nişantaşı Üni.,Uluslararası İlişkiler (İngilizce),32.000,2021
Nişantaşı Üni.,Uluslararası Ticaret ve Lojistik,32.000,2021
Nişantaşı Üni.,Siyaset Bilimi ve Kamu Yönetimi,32.000,2021
Nişantaşı Üni.,Sosyoloji,32.000,2021
Nişantaşı Üni.,Endüstriyel Tasarım,32.000,2021
Nişantaşı Üni.,Hemşirelik,58.000,2021
Nişantaşı Üni.,Beslenme ve Diyetetik,58.000,2021
Nişantaşı Üni.,Endüstri Mühendisliği (%50 İndirimli),16.000,2021
Nişantaşı Üni.,İnşaat Mühendisliği (%50 İndirimli),16.000,2021
Nişantaşı Üni.,Mekatronik Mühendisliği (%50 İndirimli),16.000,2021
Nişantaşı Üni.,Bilgisayar Mühendisliği (İngilizce),44.000,2021
Nişantaşı Üni.,Yazılım Mühendisliği (İngilizce),44.000,2021
Nişantaşı Üni.,Mimarlık (İngilizce),44.000,2021
Nişantaşı Üni.,İç Mimarlık,44.000,2021
Nişantaşı Üni.,Yeni Medya ve İletişim,58.000,2021
Nişantaşı Üni.,Yeni Medya ve İletişim (İngilizce),44.000,2021
Nişantaşı Üni.,Yönetim Bilişim Sistemleri,44.000,2021
Nişantaşı Üni.,Dijital Oyun Tasarımı,44.000,2021
Nişantaşı Üni.,Uluslararası Ticaret ve İşletmeciliği,32.000,2021
Nişantaşı Üni.,Turizm Rehberliği,32.000,2021
Nişantaşı Üni.,Radyo Televizyon ve Sinema,44.000,2021
Özyeğin Üni.,Fakülte Programları (Havacılık ve Uzay Bilimleri Dışında),105.000,2021
Özyeğin Üni.,Havacılık Yönetimi,75.000,2021
Özyeğin Üni.,Pilotaj*,85.000,2021
Özyeğin Üni.,Gastronomi ve Mutfak Sanatları,75.000,2021
Özyeğin Üni.,Otel Yöneticiliği,65.000,2021
Sabancı Üni.,Tüm Lisans Programları ve İngilizce Hazırlık Eğitimi,120.500,2021
TED Üni.,Tüm Fakülteler ve İngilizce Dil Okulu,54.000,2021
TOBB ETÜ,Tıp Fakültesi,80.560,2021
TOBB ETÜ,Tüm Bölümler (Tıp Fakültesi Dışında),57.500,2021
Toros Üni.,Elektrik-Elektronik Mühendisliği,46.900,2021
Toros Üni.,Yazılım Mühendisliği,46.900,2021
Toros Üni.,Endüstri Mühendisliği,46.900,2021
Toros Üni.,İnşaat Mühendisliği,46.900,2021
Toros Üni.,Mimarlık,46.900,2021
Toros Üni.,İç Mimarlık,46.900,2021
Toros Üni.,Gastronomi ve Mutfak Sanatları,46.900,2021
Toros Üni.,Psikoloji,46.900,2021
Toros Üni.,Uluslararası Finans ve Bankacılık,42.100,2021
Toros Üni.,İşletme,42.100,2021
Toros Üni.,Uluslararası Ticaret ve Lojistik,42.100,2021
Toros Üni.,Beslenme ve Diyetetik,46.900,2021
Toros Üni.,Sağlık Yönetimi,42.100,2021
Toros Üni.,Fizyoterapi ve Rehabilitasyon,46.900,2021
Toros Üni.,Hemşirelik,34.600,2021
Ufuk Üni.,Tıp Fakültesi,71.083,2021
Ufuk Üni.,Diğer Fakülteler,48.465,2021
Ufuk Üni.,Hemşirelik Yüksekokulu,40.388,2021
Yaşar Üni.,Hazırlık Sınıfı,55.000,2021
Yaşar Üni.,Tüm Fakülteler,55.000,2021
Yaşar Üni.,Gastronomi ve Mutfak Sanatları,55.000,2021
Yeditepe Üni.,Diş Hekimliği Fakültesi,110.000,2021
Yeditepe Üni.,Tıp Fakültesi,105.000,2021
Yeditepe Üni.,Eczacılık Fakültesi,85.000,2021
Yeditepe Üni.,Hukuk Fakültesi,76.000,2021
Yeditepe Üni.,Mühendislik Fakültesi,70.000,2021
Yeditepe Üni.,Mimarlık Fakültesi (Mimarlık Programı),70.000,2021
Yeditepe Üni.,Mimarlık Fakültesi (Endüstriyel Tasarım),60.000,2021
Yeditepe Üni.,Mimarlık Fakültesi (İç Mimarlık),60.000,2021
Yeditepe Üni.,Mimarlık Fakültesi (Kentsel Tasarım),60.000,2021
Yeditepe Üni.,Mimarlık Fakültesi (Peyzaj Mimarlığı),60.000,2021
Yeditepe Üni.,İktisadi ve İdari Bilimler Fakültesi,60.000,2021
Yeditepe Üni.,İletişim Fakültesi,60.000,2021
Yeditepe Üni.,Ticari Bilimler Fakültesi,60.000,2021
Yeditepe Üni.,Fen-Edebiyat Fakültesi,60.000,2021
Yeditepe Üni.,Güzel Sanatlar Fakültesi,55.000,2021
Yeditepe Üni.,Eğitim Fakültesi,50.000,2021
Yeditepe Üni.,Sağlık Bilimleri Fakültesi,50.000,2021
Yeditepe Üni.,Uygulamalı Bilimler Yüksekokulu,40.000,2021
Yeditepe Üni.,Meslek Yüksekokulu,35.000,2021
Yeditepe Üni.,Uygulamalı Bilimler Yüksekokulu / Yabancı Dil Hazırlık Dönem Ücreti,30.000,2021
Yeditepe Üni.,Meslek Yüksekokulu / Yabancı Dil Hazırlık Dönem Ücreti,18.000,2021
Yeditepe Üni.,Diğer Programlar / Yabancı Dil Hazırlık Dönem Ücreti,30.000,2021
