academicYear,universityName,universityType,totalForeignStudents,totalStudentNumber
2022,KOCAELİ ÜNİVERSİTESİ,DEVLET,1566,27266
2022,KOÇ ÜNİVERSİTESİ,VAKIF,637,8064
2022,KONYA GIDA VE TARIM ÜNİVERSİTESİ,VAKIF,14,1000
2022,KONYA TEKNİK ÜNİVERSİTESİ,DEVLET,425,4184
2022,KTO KARATAY ÜNİVERSİTESİ,VAKIF,482,6200
2022,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,DEVLET,8281,16952
2022,KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,60,2919
2022,LOKMAN HEKİM ÜNİVERSİTESİ,VAKIF,222,1955
2022,MALATYA TURGUT ÖZAL ÜNİVERSİTESİ,DEVLET,53,1335
2022,MALTEPE ÜNİVERSİTESİ,VAKIF,521,8374
2022,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,DEVLET,971,19047
2022,MARDİN ARTUKLU ÜNİVERSİTESİ,DEVLET,1719,7266
2022,MARMARA ÜNİVERSİTESİ,DEVLET,2385,43610
2022,MEF ÜNİVERSİTESİ,VAKIF,23,3784
2022,MERSİN ÜNİVERSİTESİ,DEVLET,3499,21323
2022,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,DEVLET,175,7639
2022,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,DEVLET,1262,20289
2022,MUNZUR ÜNİVERSİTESİ,DEVLET,107,3109
2022,MUŞ ALPARSLAN ÜNİVERSİTESİ,DEVLET,11,5562
2022,NECMETTİN ERBAKAN ÜNİVERSİTESİ,DEVLET,1794,22733
2022,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,DEVLET,611,9954
2022,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,DEVLET,1073,11501
2022,NİŞANTAŞI ÜNİVERSİTESİ,VAKIF,3176,12988
2022,NUH NACİ YAZGAN ÜNİVERSİTESİ,VAKIF,38,2296
2022,ONDOKUZ MAYIS ÜNİVERSİTESİ,DEVLET,4722,28006
2022,ORDU ÜNİVERSİTESİ,DEVLET,40,7743
2022,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,DEVLET,1920,22831
2022,OSMANİYE KORKUT ATA ÜNİVERSİTESİ,DEVLET,96,5674
2022,OSTİM TEKNİK ÜNİVERSİTESİ,VAKIF,1473,2311
2022,ÖZYEĞİN ÜNİVERSİTESİ,VAKIF,917,7584
2022,PAMUKKALE ÜNİVERSİTESİ,DEVLET,921,23174
2022,PİRİ REİS ÜNİVERSİTESİ,VAKIF,9,3338
2022,RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,DEVLET,468,9884
2022,SABANCI ÜNİVERSİTESİ,VAKIF,556,4212
2022,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,1526,13495
2022,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,DEVLET,2666,5993
2022,SAKARYA ÜNİVERSİTESİ,DEVLET,4960,25248
2022,SAMSUN ÜNİVERSİTESİ,DEVLET,190,3563
2022,SANKO ÜNİVERSİTESİ,VAKIF,31,1043
2022,SELÇUK ÜNİVERSİTESİ,DEVLET,2186,27981
2022,SİİRT ÜNİVERSİTESİ,DEVLET,2031,7607
2022,SİNOP ÜNİVERSİTESİ,DEVLET,137,5585
2022,SİVAS BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,DEVLET,4,0
2022,SİVAS CUMHURİYET ÜNİVERSİTESİ,DEVLET,2469,21359
2022,SÜLEYMAN DEMİREL ÜNİVERSİTESİ,DEVLET,1797,22236
2022,ŞIRNAK ÜNİVERSİTESİ,DEVLET,82,1756
2022,TARSUS ÜNİVERSİTESİ,DEVLET,29,1030
2022,TED ÜNİVERSİTESİ,VAKIF,271,4532
2022,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,DEVLET,967,12473
2022,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,VAKIF,27,4923
2022,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,DEVLET,3131,14194
2022,TOROS ÜNİVERSİTESİ,VAKIF,80,1552
2022,TRABZON ÜNİVERSİTESİ,DEVLET,158,6471
2022,TRAKYA ÜNİVERSİTESİ,DEVLET,4377,21157
2022,TÜRK HAVA KURUMU ÜNİVERSİTESİ,VAKIF,72,2316
2022,TÜRK-ALMAN ÜNİVERSİTESİ,DEVLET,82,3219
2022,UFUK ÜNİVERSİTESİ,VAKIF,6,2581
2022,UŞAK ÜNİVERSİTESİ,DEVLET,2365,13583
2022,ÜSKÜDAR ÜNİVERSİTESİ,VAKIF,3338,12694
2022,VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,DEVLET,517,14598
2022,YALOVA ÜNİVERSİTESİ,DEVLET,1025,7285
2022,YAŞAR ÜNİVERSİTESİ,VAKIF,189,6535
2022,YEDİTEPE ÜNİVERSİTESİ,VAKIF,944,17353
2022,YILDIZ TEKNİK ÜNİVERSİTESİ,DEVLET,2377,26891
2022,YOZGAT BOZOK ÜNİVERSİTESİ,DEVLET,842,9961
2022,YÜKSEK İHTİSAS ÜNİVERSİTESİ,VAKIF,187,1164
2022,ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,DEVLET,2032,13910
