academicYear,universityName,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupiedSlots,tuitionFee,universityFoundingYear,facultyFoundingYear,universityLocation,universityRegion,profCount,assoCount,docCount,baseRanking,topRanking,avgAdmissionRanking(TYT),baseAdmissionRanking(TYT),stdDeviationStudents,revenue,outOfCityStudentRate,sameRegionStudentRate,totalPreference,weightedPreference,top1PreferenceRatio,top3PreferenceRatio,top9PreferenceRatio,avgOrderofPreference,tuitionFeeIncrease,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedPrefTrendRatio,admittedGovPref,admittedPrivPref,admittedTotalPref,admittedTotalDepartmentPref,currentStudentCount 
2021,ALANYA HAMDULLAH EMÝN PAÞA ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Gastronomi ve Mutfak Sanatlarý,206910115,SÖZ,English,100,6,6,,,,ANTALYA,Akdeniz,1,---,1,35.498,1.695,346.795,463.318,,,"%83,3","%33,3",74,,"%6,8","%27,0","%75,7","7,2",,"4,3","%33,3","%50,0","%100,0",,49,28,83,56,20
2023,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih ,202412543,SÖZ,Turkish,100,5,5,,,,ÝSTANBUL,Marmara,---,3,2,62.520,20.380,672.177,931.745,,,"%16,7","%83,3",160,,"%8,1","%23,8","%64,4","8,2",,"3,2","%33,3","%66,7","%100,0",,26,27,53,20,20
2022,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih ,202412543,SÖZ,Turkish,100,5,5,,,,ÝSTANBUL,Marmara,2,2,4,64.549,9.480,560.202,880.231,,,"%20,0","%80,0",207,,"%2,9","%15,5",131,"8,5",,"2,6",%,"%80,0","%100,0",,29,16,45,22,15
2021,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih ,202412543,SÖZ,Turkish,100,5,5,,,,ÝSTANBUL,Marmara,2,2,4,84.838,18.337,527.204,921.675,,,"%0,0","%100,0",137,,"%2,2","%16,8","%64,2","8,8",,"3,0",%,"%80,0","%100,0",,32,31,63,33,14
2023,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yeni Medya ve Ýletiþim,210402089,SÖZ,English,100,8,8,,,,ÝSTANBUL,Marmara,---,1,2,24.569,1.231,467.018,704.290,,,"%55,6","%55,6",139,,"%11,5","%27,3","%64,7","7,8",,"4,6","%11,1","%55,6","%100,0",,35,84,119,37,27
2022,NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yeni Medya ve Ýletiþim,204590375,SÖZ,English,100,7,7,,,,ÝSTANBUL,Marmara,---,4,---,28.858,8.988,402.560,543.095,,,"%42,9","%71,4",241,,"%14,9","%27,4",153,"8,0",,"6,7","%14,3","%42,9","%85,7",,13,64,77,21,23
2021,NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yeni Medya ve Ýletiþim,204590375,SÖZ,English,100,13,13,,,,ÝSTANBUL,Marmara,---,3,---,39.870,12.038,379.903,534.312,,,"%23,1","%76,9",154,,"%18,2","%32,5","%72,1","6,9",,"3,6","%38,5","%53,8","%100,0",,24,98,122,36,9
2023,ÜSKÜDAR ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Çizgi Film ve Animasyon ,206552472,SÖZ,Turkish,100,10,10,,,,ÝSTANBUL,Marmara,---,1,3,22.279,2.917,522.237,759.193,,,"%27,3","%72,7",225,,"%17,3","%48,4","%81,8","4,9",,"3,4","%45,5","%63,6","%100,0",,24,93,117,34,43
2022,ÜSKÜDAR ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Çizgi Film ve Animasyon ,206552472,SÖZ,Turkish,100,9,9,,,,ÝSTANBUL,Marmara,---,3,1,29.350,6.684,279.668,564.044,,,"%77,8","%22,2",303,,"%19,8","%46,5",255,"5,1",,"2,0","%44,4","%77,8","%100,0",,37,39,76,21,41
2021,ÜSKÜDAR ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Çizgi Film ve Animasyon ,206552472,SÖZ,Turkish,100,11,11,,,,ÝSTANBUL,Marmara,2,---,2,35.807,10.443,415.653,867.342,,,"%36,4","%72,7",201,,"%20,4","%44,3","%79,1","5,8",,"3,0","%36,4","%81,8","%90,9",,24,70,94,30,20
2023,ÝSTANBUL GALATA ÜNÝVERSÝTESÝ,Sanat ve Sosyal Bilimler Fakültesi,Gastronomi ve Mutfak Sanatlarý ,209810037,SÖZ,Turkish,100,6,6,,,,ÝSTANBUL,Marmara,---,1,2,40.219,24.130,504.299,728.902,,,"%50,0","%66,7",154,,"%8,4","%31,8","%66,2","8,0",,"4,5","%33,3","%66,7","%83,3",,23,33,56,37,33
2022,ÝSTANBUL GALATA ÜNÝVERSÝTESÝ,Sanat ve Sosyal Bilimler Fakültesi,Gastronomi ve Mutfak Sanatlarý ,209810037,SÖZ,Turkish,100,6,6,,,,ÝSTANBUL,Marmara,---,1,3,33.783,20.017,367.235,551.135,,,"%33,3","%66,7",332,,"%5,7","%22,9",199,"8,3",,"6,8",%,"%16,7","%83,3",,8,53,61,54,25
2021,ÝSTANBUL GALATA ÜNÝVERSÝTESÝ,Sanat ve Sosyal Bilimler Fakültesi,Gastronomi ve Mutfak Sanatlarý ,209810037,SÖZ,Turkish,100,9,9,,,,ÝSTANBUL,Marmara,---,---,3,45.408,29.212,505.938,758.395,,,"%11,1","%88,9",199,,"%7,0","%20,1","%52,3","10,0",,"2,9","%22,2","%66,7","%100,0",,6,64,70,49,9
2023,FENERBAHÇE ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Yeni Medya ve Ýletiþim ,209010053,SÖZ,Turkish,100,4,4,,,,ÝSTANBUL,Marmara,1,1,1,31.681,22.620,490.611,568.486,,,"%60,0","%40,0",124,,"%8,1","%23,4","%58,9","8,5",,"2,8","%60,0","%80,0","%100,0",,15,29,44,25,21
2022,FENERBAHÇE ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Yeni Medya ve Ýletiþim ,209010053,SÖZ,Turkish,100,5,5,,,,ÝSTANBUL,Marmara,---,1,2,32.160,25.877,370.302,444.925,,,"%60,0","%80,0",195,,"%8,2","%21,5",113,"9,1",,"6,4",%,"%40,0","%60,0",,9,55,64,22,15
2021,FENERBAHÇE ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Yeni Medya ve Ýletiþim ,209010053,SÖZ,Turkish,100,5,5,,,,ÝSTANBUL,Marmara,---,1,2,45.099,29.093,497.697,621.975,,,"%80,0","%20,0",145,,"%9,7","%25,5","%64,1","8,2",,"3,2",%,"%60,0","%100,0",,14,44,58,22,4
2023,ÝSTANBUL BEYKENT ÜNÝVERSÝTESÝ,Güzel Sanatlar Fakültesi,"Radyo, Televizyon ve Sinema",210301389,SÖZ,English,100,8,8,,,,ÝSTANBUL,Marmara,---,1,3,34.343,4.923,446.233,960.073,,,"%50,0","%62,5",116,,"%7,8","%20,7","%73,3","7,2",,"4,6",%,"%37,5","%87,5",,22,60,82,39,28
2022,BEYKENT ÜNÝVERSÝTESÝ,Güzel Sanatlar Fakültesi,"Radyo, Televizyon ve Sinema",200790436,SÖZ,English,100,7,7,,,,ÝSTANBUL,Marmara,1,---,3,30.295,274,245.491,467.975,,,"%42,9","%57,1",251,,"%4,4","%14,7",174,"8,0",,"7,9","%14,3","%42,9","%71,4",,42,75,117,35,25
2021,BEYKENT ÜNÝVERSÝTESÝ,Güzel Sanatlar Fakültesi,"Radyo, Televizyon ve Sinema",200790436,SÖZ,English,100,11,11,,,,ÝSTANBUL,Marmara,1,---,3,50.966,8.416,426.377,608.750,,,"%63,6","%63,6",129,,"%5,4","%23,3","%67,4","8,0",,"3,5","%18,2","%54,5","%100,0",,50,89,139,67,11
2023,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Fakültesi,Gastronomi ve Mutfak Sanatlarý ,202790572,SÖZ,Turkish,100,8,8,,,,ÝSTANBUL,Marmara,1,---,3,48.125,22.314,556.166,862.481,,,"%55,6","%44,4",168,,"%11,3","%27,4","%67,9","7,0",,"4,1","%22,2","%55,6","%88,9",,28,58,86,64,26
2022,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Fakültesi,Gastronomi ve Mutfak Sanatlarý ,202790572,SÖZ,Turkish,100,7,7,,,,ÝSTANBUL,Marmara,1,---,2,26.279,23.954,412.827,635.363,,,"%28,6","%85,7",288,,"%9,0","%33,3",213,"6,8",,"6,9",%,"%42,9","%71,4",,14,68,82,66,18
2021,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Fakültesi,Gastronomi ve Mutfak Sanatlarý ,202790572,SÖZ,Turkish,100,11,11,,,,ÝSTANBUL,Marmara,1,---,3,43.643,19.354,399.301,741.532,,,"%45,5","%63,6",409,,"%9,8","%26,4","%68,9","7,7",,"5,3","%36,4","%54,5","%81,8",,55,106,161,113,
2023,ÝSTANBUL BEYKENT ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Yeni Medya,210301725,SÖZ,English,100,10,10,,,,ÝSTANBUL,Marmara,1,---,3,32.448,16.040,425.513,694.892,,,"%45,5","%72,7",77,,"%6,5","%19,5","%59,7","8,9",,"6,1","%18,2","%36,4","%81,8",,53,103,156,20,43
2022,BEYKENT ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Yeni Medya,200711487,SÖZ,English,100,11,11,,,,ÝSTANBUL,Marmara,---,1,3,15.421,7.517,340.666,465.812,,,"%45,5","%72,7",189,,"%5,8","%23,8",116,"8,3",,"6,4","%18,2","%27,3","%81,8",,44,105,149,23,41
2021,BEYKENT ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Yeni Medya,200711487,SÖZ,English,100,10,10,,,,ÝSTANBUL,Marmara,---,1,3,19.976,377,249.521,628.492,,,"%50,0","%70,0",99,,"%10,1","%23,2","%63,6","7,4",,"7,5","%20,0","%20,0","%60,0",,33,114,147,29,26
2023,ÝSTÝNYE ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,"Radyo, Televizyon ve Sinema",208450851,SÖZ,English,100,4,4,,,,ÝSTANBUL,Marmara,2,1,---,35.689,27.722,569.862,885.899,,,"%20,0","%80,0",108,,"%5,6","%21,3","%64,8","8,0",,"4,6",%,"%40,0","%100,0",,13,30,43,8,23
2022,ÝSTÝNYE ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,"Radyo, Televizyon ve Sinema",208450851,SÖZ,English,100,5,5,,,,ÝSTANBUL,Marmara,1,2,---,34.844,16.032,324.309,525.728,,,"%20,0","%80,0",214,,"%5,6","%16,4",131,"8,4",,"7,8",%,%,"%80,0",,23,36,59,17,14
2021,ÝSTÝNYE ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,"Radyo, Televizyon ve Sinema",208450851,SÖZ,English,100,10,10,,,,ÝSTANBUL,Marmara,1,1,1,56.390,11.395,412.509,865.767,,,"%20,0","%80,0",309,,"%5,8","%23,0","%66,0","8,7",,"5,4","%10,0","%40,0","%90,0",,20,112,132,58,13
2023,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Ýslami Ýlimler Fakültesi,Ýslami Ýlimler (Arapça) ,201410232,SÖZ,Turkish,100,14,14,,,,ÝSTANBUL,Marmara,4,---,7,36.656,1.933,352.954,829.971,,,"%50,0","%50,0",232,,"%14,7","%34,9","%84,1","5,8",,"2,6","%56,3","%75,0","%100,0",,68,29,97,24,79
2022,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Ýslami Ýlimler Fakültesi,Ýslami Ýlimler (Arapça) ,201410232,SÖZ,Turkish,100,16,16,,,,ÝSTANBUL,Marmara,4,1,6,35.884,319,392.406,867.828,,,"%31,3","%81,3",361,,"%16,6","%37,1",277,"6,8",,"2,0","%56,3","%87,5","%100,0",,51,51,102,33,87
2021,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Ýslami Ýlimler Fakültesi (Arapça) ,Ýslami Ýlimler (Arapça) ,201410232,SÖZ,Turkish,100,16,16,,,,ÝSTANBUL,Marmara,3,1,7,38.161,843,435.886,1.059.520,,,"%31,3","%81,3",180,,"%28,3","%49,4","%81,7","5,4",,"2,3","%50,0","%87,5","%100,0",,71,75,146,51,109
2023,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Tarih ,201410029,SÖZ,Turkish,100,5,5,,,,ÝSTANBUL,Marmara,3,2,4,57.972,3.120,505.874,665.726,,,"%20,0","%80,0",163,,"%3,7","%19,0","%69,9","8,1",,"2,2","%40,0","%100,0","%100,0",,19,12,31,24,22
2022,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Tarih ,201410029,SÖZ,Turkish,100,12,12,,,,ÝSTANBUL,Marmara,4,1,5,56.837,9.628,434.685,686.571,,,"%33,3","%75,0",176,,"%6,3","%27,8",115,"7,8",,"4,2",%,"%66,7","%91,7",,81,60,141,75,14
2021,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Tarih ,201410029,SÖZ,Turkish,100,12,12,,,,ÝSTANBUL,Marmara,4,1,5,41.418,802,382.792,960.752,,,"%16,7","%91,7",136,,"%5,1","%23,5","%69,9","7,5",,"2,3","%41,7","%75,0","%100,0",,52,39,91,44,52
2023,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Ýlahiyat Fakültesi,Ýlahiyat ,202210330,SÖZ,Turkish,50,76,76,,,,ÝSTANBUL,Marmara,---,---,---,633.564,400,425.487,1.711.501,,,"%61,8","%46,1",160,,"%13,8","%66,3","%87,5","3,9",,"1,9","%25,0","%96,1","%100,0",,466,281,748,429,204
2022,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Ýlahiyat Fakültesi,Ýlahiyat ,202210330,SÖZ,Turkish,50,42,42,,,,ÝSTANBUL,Marmara,---,---,---,3.270,267,186.018,528.424,,,"%76,2","%40,5",130,,"%13,1","%64,6",107,"3,9",,"1,9","%21,4","%97,6","%100,0",,194,129,323,211,130
2021,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Ýlahiyat Fakültesi,Ýlahiyat ,202210330,SÖZ,Turkish,50,34,34,,,,ÝSTANBUL,Marmara,---,---,---,845,37,115.457,259.360,,,"%70,6","%44,1",120,,"%14,2","%79,2","%95,8","3,0",,"1,9","%5,9","%100,0","%100,0",,122,97,219,159,56
2023,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Türk Dili ve Edebiyatý ,202210064,SÖZ,Turkish,100,6,6,,,,ÝSTANBUL,Marmara,3,2,1,41.076,1.850,265.048,525.698,,,"%100,0","%50,0",37,,"%8,1","%29,7","%78,4","6,8",,"2,5","%16,7","%83,3","%100,0",,42,13,55,33,29
2022,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Türk Dili ve Edebiyatý ,202210064,SÖZ,Turkish,100,5,5,,,,ÝSTANBUL,Marmara,2,2,2,2.443,1.035,158.723,188.110,,,"%20,0","%80,0",71,,"%8,5","%31,0",51,"6,2",,"3,0","%40,0","%80,0","%100,0",,8,23,31,12,20
2021,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Türk Dili ve Edebiyatý ,202210064,SÖZ,Turkish,100,5,5,,,,ÝSTANBUL,Marmara,2,1,3,3.550,2.249,187.723,334.333,,,"%80,0","%60,0",89,,"%12,4","%30,3","%73,0","6,7",,"4,8",%,"%60,0","%100,0",,13,29,42,12,22
2023,BAÞKENT ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Halkla Ýliþkiler ve Tanýtým ,200690535,SÖZ,Turkish,100,5,5,,,,ANKARA,Ýç Anadolu,1,---,3,39.639,31.223,450.839,520.090,,,"%50,0","%50,0",115,,"%9,6","%32,2","%68,7","7,5",,"5,5","%16,7","%33,3","%83,3",,7,31,39,9,17
2022,BAÞKENT ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Halkla Ýliþkiler ve Tanýtým ,200690535,SÖZ,Turkish,100,6,6,,,,ANKARA,Ýç Anadolu,2,---,2,50.024,28.770,398.409,538.957,,,,"%100,0",161,,"%6,2","%18,6",113,"8,3",,"3,0","%33,3","%66,7","%100,0",,19,28,47,10,12
2021,BAÞKENT ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Halkla Ýliþkiler ve Tanýtým ,200690535,SÖZ,Turkish,100,6,6,,,,ANKARA,Ýç Anadolu,5,1,1,61.612,32.040,450.654,774.873,,,"%16,7","%100,0",365,,"%9,6","%31,8","%75,1","7,1",,"3,3","%16,7","%66,7","%100,0",,20,45,65,11,
2023,ATILIM ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Halkla Ýliþkiler ve Reklamcýlýk,200210131,SÖZ,English,100,3,3,,,,ANKARA,Ýç Anadolu,1,3,---,31.515,9.041,531.722,562.727,,,"%33,3","%66,7",123,,"%5,7","%19,5","%66,7","8,0",,"3,0",%,"%66,7","%100,0",,22,19,41,4,15
2022,ATILIM ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Halkla Ýliþkiler ve Reklamcýlýk,200210131,SÖZ,English,100,4,4,,,,ANKARA,Ýç Anadolu,1,2,---,46.110,38.405,366.378,515.624,,,"%50,0","%50,0",136,,"%6,6","%21,3",74,"9,6",,"9,3",%,"%25,0","%75,0",,34,24,58,4,14
2021,ATILIM ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Halkla Ýliþkiler ve Reklamcýlýk,200210131,SÖZ,English,100,7,7,,,,ANKARA,Ýç Anadolu,1,1,1,76.043,47.419,494.460,1.084.549,,,"%42,9","%57,1",143,,"%7,7","%21,0","%66,4","8,1",,"4,0","%28,6","%28,6","%100,0",,40,24,64,14,10
2023,ÝSTANBUL RUMELÝ ÜNÝVERSÝTESÝ,"Sanat, Tasarým ve Mimarlýk Fakültesi",Gastronomi ve Mutfak Sanatlarý ,208151260,SÖZ,Turkish,100,4,4,,,,ÝSTANBUL,Marmara,1,---,3,37.639,11.330,538.443,864.666,,,"%50,0","%75,0",115,,"%4,3","%16,5","%57,4","9,2",,"5,5","%25,0","%50,0","%75,0",,25,14,39,17,17
2022,ÝSTANBUL RUMELÝ ÜNÝVERSÝTESÝ,"Sanat, Tasarým ve Mimarlýk Fakültesi",Gastronomi ve Mutfak Sanatlarý ,208151260,SÖZ,Turkish,100,3,3,,,,ÝSTANBUL,Marmara,2,---,2,43.176,40.269,420.191,506.322,,,"%33,3","%66,7",243,,"%13,2","%23,5",150,"8,3",,"5,0",%,%,"%100,0",,6,23,29,28,13
2023,DOÐUÞ ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Gastronomi ve Mutfak Sanatlarý ,201211171,SÖZ,Turkish,100,11,11,,,,ÝSTANBUL,Marmara,---,---,4,39.412,11.242,543.532,871.682,,,"%27,3","%90,9",152,,"%11,2","%30,9","%70,4","7,0",,"7,0","%27,3","%45,5","%72,7",,55,93,148,95,45
2022,DOÐUÞ ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Gastronomi ve Mutfak Sanatlarý ,201211171,SÖZ,Turkish,100,12,12,,,,ÝSTANBUL,Marmara,---,---,4,25.528,11.567,371.697,594.155,,,"%41,7","%75,0",230,,"%7,8","%23,0",149,"7,9",,"4,5","%25,0","%41,7","%91,7",,27,93,121,80,44
2021,DOÐUÞ ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Gastronomi ve Mutfak Sanatlarý ,201211171,SÖZ,Turkish,100,10,10,,,,ÝSTANBUL,Marmara,---,---,3,26.200,10.737,437.562,692.614,,,"%30,0","%70,0",183,,"%5,5","%24,0","%71,0","7,4",,"6,0","%10,0","%40,0","%80,0",,35,61,96,61,33
2023,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,"Radyo, Televizyon ve Sinema ",203090158,SÖZ,Turkish,100,7,7,,,,ÝSTANBUL,Marmara,---,3,1,49.321,2.320,341.334,509.650,,,"%12,5","%87,5",140,,"%7,1","%19,3","%58,6","8,8",,"4,1","%37,5","%62,5","%87,5",,36,39,75,26,31
2022,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,"Radyo, Televizyon ve Sinema ",203090158,SÖZ,Turkish,100,6,6,,,,ÝSTANBUL,Marmara,---,---,3,42.029,28.369,456.133,839.713,,,"%33,3","%66,7",285,,"%2,8","%13,0",159,"9,4",,"5,7","%16,7","%33,3","%83,3",,13,56,69,49,22
2021,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,"Radyo, Televizyon ve Sinema ",203090158,SÖZ,Turkish,100,9,9,,,,ÝSTANBUL,Marmara,---,---,3,56.809,47.080,441.734,705.450,,,"%66,7","%55,6",194,,"%4,1","%19,6","%63,4","8,3",,"5,6","%33,3","%55,6","%77,8",,38,83,121,48,8
2023,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Güzel Sanatlar Fakültesi,Gastronomi ve Mutfak Sanatlarý ,202712346,SÖZ,Turkish,100,10,10,,,,ÝSTANBUL,Marmara,2,1,---,55.857,20.311,474.610,695.289,,,"%50,0","%70,0",131,,"%6,1","%21,4","%71,8","7,6",,"3,0","%40,0","%60,0","%100,0",,51,74,125,87,57
2022,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Güzel Sanatlar Fakültesi,Gastronomi ve Mutfak Sanatlarý ,202712346,SÖZ,Turkish,100,10,10,,,,ÝSTANBUL,Marmara,1,---,3,24.725,9.307,439.234,747.075,,,"%30,0","%90,0",392,,"%5,9","%25,8",282,"7,2",,"5,0","%20,0","%30,0","%90,0",,24,90,114,75,56
2021,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Güzel Sanatlar Fakültesi,Gastronomi ve Mutfak Sanatlarý ,202712346,SÖZ,Turkish,100,13,13,,,,ÝSTANBUL,Marmara,---,1,3,32.408,21.686,528.821,925.240,,,"%69,2","%30,8",257,,"%5,1","%24,9","%64,6","7,8",,"5,2",%,"%38,5","%92,3",,52,114,166,111,36
2023,HASAN KALYONCU ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Özel Eðitim Öðretmenliði ,201610884,SÖZ,Turkish,25,29,29,,,,GAZÝANTEP,Güneydoðu Anadolu,---,---,---,47.357,15.070,651.322,1.167.343,,,"%62,1","%62,1",257,,"%13,6","%37,4","%66,9","7,8",,"8,1","%10,3","%37,9","%65,5",,273,91,379,250,104
2022,HASAN KALYONCU ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Özel Eðitim Öðretmenliði ,201610884,SÖZ,Turkish,25,36,36,,,,GAZÝANTEP,Güneydoðu Anadolu,---,---,---,58.840,12.448,597.623,1.008.093,,,"%77,8","%77,8",190,,"%9,5","%26,3",118,"8,9",,"6,8","%16,7","%50,0","%77,8",,274,127,416,228,115
2021,HASAN KALYONCU ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Özel Eðitim Öðretmenliði ,201610884,SÖZ,Turkish,25,38,38,,,,GAZÝANTEP,Güneydoðu Anadolu,---,---,---,45.354,10.108,580.506,878.812,,,"%73,7","%73,7",272,,"%17,6","%40,1","%73,5","8,0",,"9,4","%5,3","%42,1","%65,8",,375,102,487,344,111
2023,ÝSTANBUL KENT ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Görsel Ýletiþim Tasarýmý,208750572,SÖZ,English,100,6,6,,,,ÝSTANBUL,Marmara,1,---,1,72.127,22.654,382.229,578.488,,,"%25,0","%75,0",311,,"%15,1","%31,8","%68,8","7,0",,"4,9","%37,5","%62,5","%75,0",,33,60,93,18,7
2023,ÝSTANBUL TOPKAPI ÜNÝVERSÝTESÝ,"Güzel Sanatlar, Tasarým ve Mimarlýk Fakültesi",Gastronomi ve Mutfak Sanatlarý ,205090047,SÖZ,Turkish,100,10,10,,,,ÝSTANBUL,Marmara,1,1,2,58.332,20.448,591.318,935.915,,,"%27,3","%72,7",138,,"%2,9","%18,8","%58,7","8,6",,"5,4","%18,2","%54,5","%90,9",,47,84,131,64,40
2022,ÝSTANBUL TOPKAPI ÜNÝVERSÝTESÝ,"Güzel Sanatlar, Tasarým ve Mimarlýk Fakültesi",Gastronomi ve Mutfak Sanatlarý ,205090047,SÖZ,Turkish,100,10,10,,,,ÝSTANBUL,Marmara,2,1,2,38.401,18.299,353.202,519.644,,,"%10,0","%90,0",224,,"%4,5","%17,0",139,"8,5",,"5,2","%20,0","%40,0","%90,0",,18,97,115,106,36
2021,ÝSTANBUL AYVANSARAY ÜNÝVERSÝTESÝ,"Güzel Sanatlar, Tasarým ve Mimarlýk Fakültesi",Gastronomi ve Mutfak Sanatlarý ,205090047,SÖZ,Turkish,100,9,9,,,,ÝSTANBUL,Marmara,1,---,2,40.761,21.482,442.317,581.149,,,"%44,4","%66,7",151,,"%6,0","%16,6","%57,0","8,6",,"8,4","%11,1","%22,2","%66,7",,60,91,151,82,16
2023,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Görsel Ýletiþim Tasarýmý ,202412482,SÖZ,Turkish,100,10,10,,,,ÝSTANBUL,Marmara,1,1,1,43.001,11.788,628.293,938.052,,,"%60,0","%50,0",155,,"%5,2","%24,5","%69,0","7,7",,"3,5",%,"%60,0","%100,0",,39,63,102,54,47
2022,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Görsel Ýletiþim Tasarýmý ,202412482,SÖZ,Turkish,100,11,11,,,,ÝSTANBUL,Marmara,1,---,3,37.287,11.195,370.786,584.444,,,"%36,4","%72,7",219,,"%9,1","%24,2",145,"7,8",,"4,8","%9,1","%36,4","%100,0",,36,97,133,54,43
2021,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Görsel Ýletiþim Tasarýmý ,202412482,SÖZ,Turkish,100,10,10,,,,ÝSTANBUL,Marmara,---,1,3,34.614,17.960,380.487,536.286,,,"%60,0","%60,0",188,,"%6,9","%29,3","%73,4","7,2",,"3,8","%10,0","%60,0","%100,0",,19,61,80,36,34
2023,BEYKOZ ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Çizgi Film ve Animasyon ,200851590,SÖZ,Turkish,100,4,4,,,,ÝSTANBUL,Marmara,---,---,3,41.863,24.011,408.835,533.267,,,"%80,0","%20,0",107,,"%6,5","%27,1","%73,8","6,9",,"3,4",%,"%40,0","%100,0",,5,18,23,17,18
2022,BEYKOZ ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Çizgi Film ve Animasyon ,200851590,SÖZ,Turkish,100,5,5,,,,ÝSTANBUL,Marmara,---,---,3,31.146,10.602,244.035,404.935,,,"%60,0","%60,0",156,,"%6,4","%24,4",128,"6,2",,"4,4",%,"%60,0","%100,0",,14,20,34,16,17
