academicYear,universityName,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupiedSlots,tuitionFee,universityFoundingYear,facultyFoundingYear,universityLocation,universityRegion,profCount,assoCount,docCount,baseRanking,topRanking,avgAdmissionRanking(TYT),baseAdmissionRanking(TYT),stdDeviationStudents,revenue,outOfCityStudentRate,sameRegionStudentRate,totalPreference,weightedPreference,top1PreferenceRatio,top3PreferenceRatio,top9PreferenceRatio,avgOrderofPreference,tuitionFeeIncrease,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedPrefTrendRatio,admittedGovPref,admittedPrivPref,admittedTotalPref,admittedTotalDepartmentPref,currentStudentCount
academicYear,universityName,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupiedSlots,tuitionFee,universityFoundingYear,facultyFoundingYear,universityLocation,universityRegion,profCount,assoCount,docCount,baseRanking,topRanking,avgAdmissionRanking(TYT),baseAdmissionRanking(TYT),stdDeviationStudents,revenue,outOfCityStudentRate,sameRegionStudentRate,totalPreference,weightedPreference,top1PreferenceRatio,top3PreferenceRatio,top9PreferenceRatio,avgOrderofPreference,tuitionFeeIncrease,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedPrefTrendRatio,admittedGovPref,admittedPrivPref,admittedTotalPref,admittedTotalDepartmentPref,currentStudentCount
2022,LOKMAN HEKÝM ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp ,208810063,SAY,Turkish,25,60,60,,,,ANKARA,Ýç Anadolu,---,---,---,34.541,26.612,40.157,130.088,,,"%71,7","%46,7",630,,"%3,0","%15,9",371,"9,5",,"7,7","%13,3","%26,7","%75,0",,547,559,1112,780,229
2021,LOKMAN HEKÝM ÜNÝVERSÝTESÝ,Týp Fakültesi ,Týp ,208810063,SAY,Turkish,25,75,75,,,,ANKARA,Ýç Anadolu,---,---,---,32.058,24.100,40.081,159.930,,,"%62,7","%46,7",876,,"%3,7","%17,5","%53,9","10,1",,"9,7","%10,7","%26,7","%60,0",,821,652,1496,1068,111
2023,KADÝR HAS ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Elektrik-Elektronik Mühendisliði,203710302,SAY,English,100,6,6,,,,ÝSTANBUL,Marmara,3,1,3,26.941,15.420,26.471,43.735,,,"%85,7","%14,3",177,,"%3,4","%11,3","%38,4","11,3",,"12,9",%,%,"%57,1",,63,64,127,40,42
2022,KADÝR HAS ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Elektrik-Elektronik Mühendisliði,203710302,SAY,English,100,7,7,,,,ÝSTANBUL,Marmara,6,1,1,30.351,20.849,41.756,74.057,,,"%71,4","%57,1",170,,"%4,1","%12,9",86,"10,0",,"10,0",%,%,"%57,1",,52,51,103,31,45
2021,KADÝR HAS ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Elektrik-Elektronik Mühendisliði,203710302,SAY,English,100,7,7,,,,ÝSTANBUL,Marmara,6,---,3,35.229,24.097,57.714,115.748,,,"%71,4","%42,9",209,,"%6,2","%12,0","%50,2","10,3",,"10,9",%,"%14,3","%71,4",,47,59,106,29,40
2023,ÝSTÝNYE ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,208450889,SAY,Turkish,100,7,7,,,,ÝSTANBUL,Marmara,4,3,12,31.474,27.918,35.202,50.282,,,"%50,0","%50,0",346,,"%3,8","%11,6","%52,0","10,0",,"5,4","%12,5","%37,5","%87,5",,70,71,141,118,13
2022,ÝSTÝNYE ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,208450889,SAY,Turkish,100,6,6,,,,ÝSTANBUL,Marmara,2,1,13,28.427,21.202,35.287,49.771,,,"%16,7","%100,0",853,,"%11,4","%29,3",566,"7,6",,"3,5","%16,7","%66,7","%100,0",,34,57,91,77,6
2023,ÝZMÝR TINAZTEPE ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,209610061,SAY,Turkish,100,7,7,,,,ÝZMÝR,Ege,6,---,6,32.040,29.345,35.455,50.362,,,"%75,0","%37,5",399,,"%10,5","%24,3","%59,6","8,5",,"11,9","%12,5","%25,0","%37,5",,85,28,116,49,14
2022,ÝZMÝR TINAZTEPE ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,209610061,SAY,Turkish,100,6,6,,,,ÝZMÝR,Ege,3,---,6,32.350,25.789,43.628,85.513,,,"%33,3","%66,7",855,,"%14,3","%33,2",583,"7,2",,"6,3","%16,7","%33,3","%83,3",,86,17,104,72,6
2023,ÝZMÝR EKONOMÝ ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Elektrik-Elektronik Mühendisliði,203510879,SAY,English,100,8,8,,,,ÝZMÝR,Ege,4,2,2,27.090,21.526,31.587,52.769,,,"%66,7","%44,4",253,,"%9,5","%22,5","%54,9","9,0",,"9,8","%11,1","%11,1","%66,7",,62,50,112,26,39
2022,ÝZMÝR EKONOMÝ ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Elektrik-Elektronik Mühendisliði,203510879,SAY,English,100,9,9,,,,ÝZMÝR,Ege,4,---,3,27.924,16.173,35.561,57.433,,,"%88,9","%44,4",253,,"%3,6","%17,4",158,"8,4",,"9,9",%,"%11,1","%44,4",,84,65,150,39,36
2021,ÝZMÝR EKONOMÝ ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Elektrik-Elektronik Mühendisliði,203510879,SAY,English,100,8,8,,,,ÝZMÝR,Ege,4,---,2,32.186,20.866,42.350,106.049,,,"%62,5","%62,5",216,,"%6,5","%19,9","%66,2","8,5",,"4,6","%12,5","%37,5","%100,0",,57,35,92,23,32
2023,SANKO ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp ,207710091,SAY,Turkish,25,25,25,,,,GAZÝANTEP,Güneydoðu Anadolu,---,---,---,34.107,25.484,44.552,96.309,,,"%48,0","%84,0",220,,"%4,5","%8,2","%23,6","15,2",,"17,1",%,%,"%12,0",,464,98,568,505,123
2022,SANKO ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp ,207710091,SAY,Turkish,25,33,33,,,,GAZÝANTEP,Güneydoðu Anadolu,---,---,---,32.857,24.967,43.740,112.218,,,"%45,5","%75,8",210,,"%10,0","%20,5",99,"11,0",,"4,3","%30,3","%66,7","%81,8",,302,223,536,366,115
2021,SANKO ÜNÝVERSÝTESÝ,Týp Fakültesi ,Týp ,207710091,SAY,Turkish,25,30,30,,,,GAZÝANTEP,Güneydoðu Anadolu,---,---,---,26.783,18.372,33.893,92.410,,,"%63,3","%46,7",213,,"%12,7","%21,1","%38,0","12,4",,"11,9","%10,0","%23,3","%40,0",,475,139,636,471,62
2023,ÝSTÝNYE ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði,208450798,SAY,English,100,9,9,,,,ÝSTANBUL,Marmara,4,3,12,32.915,29.731,32.190,57.549,,,"%30,0","%80,0",250,,"%2,4","%8,4","%47,6","10,5",,"9,2","%10,0","%10,0","%60,0",,80,81,161,103,21
2022,ÝSTÝNYE ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði,208450798,SAY,English,100,9,9,,,,ÝSTANBUL,Marmara,2,1,13,31.189,24.191,36.056,91.878,,,"%22,2","%100,0",332,,"%1,2","%9,3",159,"10,2",,"6,8",%,%,"%88,9",,82,93,175,152,16
2021,ÝSTÝNYE ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði,208450798,SAY,English,100,7,7,,,,ÝSTANBUL,Marmara,1,1,7,27.446,26.630,40.409,94.394,,,"%14,3","%100,0",806,,"%6,9","%21,5","%59,7","8,4",,"8,0",%,"%14,3","%85,7",,72,79,151,144,
2023,YEDÝTEPE ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Kimya Mühendisliði,206110671,SAY,English,100,6,6,,,,ÝSTANBUL,Marmara,3,1,2,35.628,26.630,35.434,65.852,,,"%87,5","%12,5",152,,"%7,9","%26,3","%65,1","8,0",,"6,8","%12,5","%12,5","%75,0",,51,40,91,26,32
2022,YEDÝTEPE ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Kimya Mühendisliði,206110671,SAY,English,100,6,6,,,,ÝSTANBUL,Marmara,3,2,2,33.217,26.743,35.638,65.054,,,"%100,0","%16,7",248,,"%6,9","%20,2",137,"9,5",,"7,5",%,"%33,3","%83,3",,59,17,76,34,29
2021,YEDÝTEPE ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Kimya Mühendisliði,206110671,SAY,English,100,6,6,,,,ÝSTANBUL,Marmara,2,3,2,44.320,37.535,54.780,102.463,,,"%50,0","%50,0",236,,"%6,8","%19,5","%63,1","9,0",,"6,8",%,"%16,7","%83,3",,64,16,80,31,25
2023,YEDÝTEPE ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Makine Mühendisliði,206110698,SAY,English,100,12,12,,,,ÝSTANBUL,Marmara,3,2,2,36.821,13.311,34.295,68.569,,,"%76,9","%53,9",394,,"%5,1","%17,0","%58,1","9,4",,"6,5",%,"%30,8","%84,6",,141,58,199,72,69
2022,YEDÝTEPE ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Makine Mühendisliði,206110698,SAY,English,100,14,14,,,,ÝSTANBUL,Marmara,2,3,2,44.573,16.689,44.584,97.315,,,"%71,4","%57,1",440,,"%5,2","%20,9",259,"8,9",,"4,9","%21,4","%42,9","%92,9",,105,55,160,66,69
2021,YEDÝTEPE ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Makine Mühendisliði,206110698,SAY,English,100,14,14,,,,ÝSTANBUL,Marmara,2,3,2,50.541,31.544,77.248,175.635,,,"%50,0","%71,4",290,,"%4,5","%16,9","%55,5","9,5",,"7,7",%,"%7,1","%71,4",,148,61,209,66,49
2023,BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp ,200910036,SAY,Turkish,50,81,81,,,,ÝSTANBUL,Marmara,---,---,---,21.479,6.543,21.282,76.367,,,"%3,7","%97,5",339,,"%20,9","%44,5","%79,4","5,6",,"2,6","%53,1","%81,5","%97,5",,543,480,1023,818,453
2022,BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp ,200910036,SAY,Turkish,50,102,102,,,,ÝSTANBUL,Marmara,---,---,---,20.550,5.076,23.065,74.784,,,"%13,7","%92,2",598,,"%24,7","%46,7",460,"6,1",,"2,2","%42,2","%90,2","%98,0",,545,628,1173,992,415
2021,BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ,Týp Fakültesi ,Týp ,200910036,SAY,Turkish,50,102,102,,,,ÝSTANBUL,Marmara,---,---,---,21.215,5.378,23.340,88.005,,,"%16,7","%90,2",287,,"%26,5","%49,8","%78,0","5,8",,"2,2","%55,9","%85,3","%98,0",,722,770,1495,1316,263
2023,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,202411245,SAY,Turkish,100,15,15,,,,ÝSTANBUL,Marmara,17,8,16,32.521,28.540,41.564,82.076,,,"%43,8","%81,3",388,,"%1,3","%10,8","%50,5","10,2",,"10,6",%,"%25,0","%50,0",,168,134,304,180,69
2022,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,202411245,SAY,Turkish,100,15,15,,,,ÝSTANBUL,Marmara,13,12,15,30.487,23.248,37.891,80.615,,,"%53,3","%53,3",418,,"%4,1","%10,8",219,"9,9",,"4,8",%,"%33,3","%100,0",,145,142,289,240,61
2021,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi ,Diþ Hekimliði ,202411245,SAY,Turkish,100,15,15,,,,ÝSTANBUL,Marmara,12,7,16,27.238,23.757,38.199,92.652,,,"%53,3","%46,7",722,,"%1,8","%8,0","%44,6","11,2",,"10,5",%,"%20,0","%46,7",,163,142,305,212,46
2023,LOKMAN HEKÝM ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,208810158,SAY,English,0,3,3,,,,ANKARA,Ýç Anadolu,---,---,---,35.824,35.045,20.879,33.692,,,,"%100,0",176,,"%0,6","%12,5","%43,8","11,3",,"3,0",%,"%100,0","%100,0",,21,45,66,50,59
2022,LOKMAN HEKÝM ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,208810158,SAY,English,0,20,20,,,,ANKARA,Ýç Anadolu,---,---,---,38.295,30.601,49.184,137.321,,,"%35,0","%65,0",162,,%,"%31,5",91,"9,4",,"3,5",%,"%85,0","%100,0",,89,278,372,223,60
2023,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Biyomedikal Mühendisliði ,205410414,SAY,Turkish,100,6,6,,,,ANKARA,Ýç Anadolu,3,1,4,25.344,22.252,21.558,37.800,,,"%62,5","%37,5",108,,"%10,2","%27,8","%63,9","8,5",,"6,3","%12,5","%62,5","%75,0",,49,30,79,8,30
2022,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Biyomedikal Mühendisliði ,205410414,SAY,Turkish,100,6,6,,,,ANKARA,Ýç Anadolu,2,2,3,28.403,18.047,41.047,59.949,,,"%83,3","%33,3",114,,"%18,4","%34,2",76,"7,7",,"2,8","%33,3","%83,3","%100,0",,37,19,56,8,24
2021,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Biyomedikal Mühendisliði ,205410414,SAY,Turkish,100,6,6,,,,ANKARA,Ýç Anadolu,2,1,2,30.679,16.311,26.689,52.438,,,"%33,3","%83,3",125,,"%22,4","%34,4","%71,2","7,7",,"4,3","%16,7","%50,0","%100,0",,33,25,58,6,24
2023,ÜSKÜDAR ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,206552529,SAY,Turkish,100,8,8,,,,ÝSTANBUL,Marmara,6,---,10,33.373,30.162,46.749,65.850,,,"%55,6","%66,7",250,,"%1,6","%12,0","%51,2","9,5",,"8,4",%,"%11,1","%66,7",,86,71,157,110,23
2022,ÜSKÜDAR ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,206552529,SAY,Turkish,100,8,8,,,,ÝSTANBUL,Marmara,2,2,14,31.048,26.534,44.475,87.355,,,"%25,0","%87,5",406,,"%7,4","%17,7",247,"8,4",,"5,5","%12,5","%25,0","%87,5",,99,67,166,132,14
2021,ÜSKÜDAR ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi ,Diþ Hekimliði ,206552529,SAY,Turkish,100,6,6,,,,ÝSTANBUL,Marmara,1,---,7,28.740,27.845,48.011,76.601,,,"%16,7","%100,0",1.064,,"%9,3","%24,3","%61,0","8,4",,"12,0",%,%,"%50,0",,61,74,135,93,
2023,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði,202490619,SAY,English,100,7,7,,,,ÝSTANBUL,Marmara,20,12,22,33.757,28.178,33.455,60.835,,,"%50,0","%62,5",228,,"%4,4","%11,0","%49,6","10,0",,"8,0","%12,5","%12,5","%75,0",,83,65,148,107,24
2022,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði,202490619,SAY,English,100,6,6,,,,ÝSTANBUL,Marmara,13,12,15,32.391,28.178,46.401,58.818,,,"%33,3","%83,3",249,,"%1,6","%7,6",110,"10,8",,"5,5",%,%,"%100,0",,39,83,122,76,17
2021,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði,202490619,SAY,English,100,5,5,,,,ÝSTANBUL,Marmara,12,7,16,27.752,26.237,31.113,65.849,,,"%40,0","%60,0",378,,"%1,3","%7,4","%39,4","11,5",,"11,0",%,"%20,0","%40,0",,30,66,99,75,9
2023,BAHÇEÞEHÝR ÜNÝVERSÝTESÝ,Eczacýlýk Fakültesi,Eczacýlýk,200590215,SAY,English,100,6,6,,,,ÝSTANBUL,Marmara,1,1,9,34.213,28.275,38.249,52.656,,,"%71,4","%57,1",252,,"%4,4","%20,2","%59,1","9,2",,"3,7","%28,6","%57,1","%100,0",,31,40,71,26,7
2022,BAHÇEÞEHÝR ÜNÝVERSÝTESÝ,Eczacýlýk Fakültesi,Eczacýlýk,200590215,SAY,English,100,6,6,,,,ÝSTANBUL,Marmara,2,2,5,35.733,26.300,31.907,48.274,,,"%66,7","%33,3",919,,"%9,6","%29,1",643,"7,3",,"6,0",%,"%50,0","%83,3",,28,64,92,48,6
2023,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Endüstriyel Tasarým ,205411078,SAY,Turkish,100,4,4,,,,ANKARA,Ýç Anadolu,---,---,5,32.921,31.136,37.954,56.590,,,"%80,0","%40,0",251,,"%10,8","%42,2","%77,3","6,1",,"6,6",%,%,"%100,0",,40,11,51,11,14
2022,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Endüstriyel Tasarým ,205411078,SAY,Turkish,100,5,5,,,,ANKARA,Ýç Anadolu,---,---,3,43.495,34.376,67.645,97.745,,,"%60,0","%40,0",287,,"%5,2","%41,5",224,"6,3",,"3,8",%,"%80,0","%100,0",,36,14,50,12,13
2021,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Endüstriyel Tasarým ,205411078,SAY,Turkish,100,4,4,,,,ANKARA,Ýç Anadolu,---,---,3,46.903,41.939,78.153,117.930,,,"%0,0","%100,0",140,,"%5,0","%39,3","%75,7","6,8",,"7,5",%,"%50,0","%75,0",,24,23,47,10,10
2023,TÜRK HAVA KURUMU ÜNÝVERSÝTESÝ,Havacýlýk ve Uzay Bilimleri Fakültesi,Uzay Mühendisliði,205710571,SAY,English,100,7,7,,,,ANKARA,Ýç Anadolu,2,---,1,27.052,10.479,22.035,48.485,,,"%87,5","%12,5",193,,"%13,0","%28,5","%68,4","7,6",,"5,0","%25,0","%37,5","%87,5",,66,24,90,11,27
2022,TÜRK HAVA KURUMU ÜNÝVERSÝTESÝ,Havacýlýk ve Uzay Bilimleri Fakültesi,Uzay Mühendisliði,205710571,SAY,English,100,8,8,,,,ANKARA,Ýç Anadolu,3,---,1,25.548,15.355,28.352,49.623,,,"%87,5","%12,5",133,,"%6,8","%26,3",84,"9,0",,"11,5",%,"%12,5","%50,0",,113,43,158,13,27
2021,TÜRK HAVA KURUMU ÜNÝVERSÝTESÝ,Havacýlýk ve Uzay Bilimleri Fakültesi,Uzay Mühendisliði,205710571,SAY,English,100,7,7,,,,ANKARA,Ýç Anadolu,1,1,2,24.417,14.665,27.358,57.520,,,"%100,0",,154,,"%5,8","%27,3","%73,4","7,3",,"5,3","%14,3","%28,6","%100,0",,40,29,69,11,20
2023,ÝSTANBUL BEYKENT ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,210301193,SAY,Turkish,100,8,8,,,,ÝSTANBUL,Marmara,5,3,22,35.408,33.405,39.026,61.970,,,"%44,4","%66,7",220,,"%1,8","%10,5","%41,8","11,1",,"9,6",%,%,"%66,7",,82,77,164,110,31
2022,BEYKENT ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,200712431,SAY,Turkish,100,9,9,,,,ÝSTANBUL,Marmara,5,1,15,32.402,30.079,42.115,67.421,,,"%22,2","%77,8",255,,"%2,4","%8,2",112,"10,9",,"7,3",%,"%11,1","%77,8",,74,112,186,133,31
2021,BEYKENT ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi ,Diþ Hekimliði ,200712431,SAY,Turkish,100,9,9,,,,ÝSTANBUL,Marmara,4,2,22,28.392,22.886,30.688,62.734,,,"%55,6","%44,4",721,,"%3,3","%10,8","%37,6","11,6",,"12,3",%,%,"%44,4",,111,77,191,111,24
2023,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Fen Fakültesi,Moleküler Biyoloji ve Genetik,202110611,SAY,English,50,24,24,,,,ANKARA,Ýç Anadolu,---,---,---,29.274,12.686,19.766,61.817,,,"%66,7","%41,7",235,,"%11,9","%36,2","%78,3","6,6",,"3,3","%16,7","%75,0","%95,8",,100,110,210,85,115
2022,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Fen Fakültesi,Moleküler Biyoloji ve Genetik,202110611,SAY,English,50,28,28,,,,ANKARA,Ýç Anadolu,---,---,---,31.207,9.869,31.300,76.407,,,"%64,3","%46,4",325,,"%10,5","%38,5",259,"6,3",,"4,4","%7,1","%57,1","%89,3",,105,151,256,131,116
2021,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Fen Fakültesi,Moleküler Biyoloji ve Genetik,202110611,SAY,English,50,28,28,,,,ANKARA,Ýç Anadolu,---,---,---,33.132,4.312,34.175,122.896,,,"%64,3","%39,3",380,,"%11,3","%35,8","%75,8","7,1",,"3,8","%3,6","%57,1","%100,0",,125,135,261,160,103
2023,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Endüstri Mühendisliði,202110435,SAY,English,0,80,80,,,,ANKARA,Ýç Anadolu,---,---,---,22.754,7.136,19.762,54.198,,,"%55,0","%57,5",496,,"%14,9","%43,8","%81,7","5,6",,"4,1","%2,5","%58,8","%95,0",,310,594,904,361,438
2022,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Endüstri Mühendisliði,202110435,SAY,English,0,80,80,,,,ANKARA,Ýç Anadolu,---,---,---,23.334,7.951,23.674,69.868,,,"%56,3","%55,0",680,,"%16,9","%41,8",563,"5,8",,"5,6",%,"%32,5","%90,0",,276,624,900,342,464
2021,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Endüstri Mühendisliði,202110435,SAY,English,0,80,80,,,,ANKARA,Ýç Anadolu,---,---,---,34.542,10.522,36.065,111.084,,,"%42,5","%66,3",679,,"%10,9","%30,6","%73,9","7,1",,"5,1","%1,3","%36,3","%93,8",,230,641,871,342,491
2023,BAHÇEÞEHÝR ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Enerji Sistemleri Mühendisliði,200510525,SAY,English,100,3,3,,,,ÝSTANBUL,Marmara,2,2,3,23.410,22.334,15.676,18.552,,,"%50,0","%50,0",86,,"%5,8","%11,6","%59,3","9,5",,"7,5",%,"%25,0","%75,0",,35,12,47,3,11
2022,BAHÇEÞEHÝR ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Enerji Sistemleri Mühendisliði,200510525,SAY,English,100,4,4,,,,ÝSTANBUL,Marmara,1,2,4,26.799,24.550,25.255,38.177,,,"%75,0","%50,0",110,,"%6,4","%18,2",64,"8,5",,"7,8",%,"%25,0","%75,0",,18,32,50,4,17
2021,BAHÇEÞEHÝR ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Enerji Sistemleri Mühendisliði,200510525,SAY,English,100,4,4,,,,ÝSTANBUL,Marmara,---,1,5,38.577,31.185,45.557,93.831,,,"%75,0","%50,0",86,,"%10,5","%22,1","%62,8","8,5",,"10,8",%,"%25,0","%50,0",,15,51,66,6,17
2023,ANTALYA BÝLÝM ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,206410640,SAY,Turkish,100,8,8,,,,ANTALYA,Akdeniz,4,2,8,34.571,30.328,40.409,66.725,,,"%66,7","%44,4",274,,"%5,1","%20,4","%48,2","9,9",,"10,7",%,"%33,3","%55,6",,142,17,169,89,31
2022,ANTALYA BÝLÝM ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,206410640,SAY,Turkish,100,9,9,,,,ANTALYA,Akdeniz,5,---,14,33.003,26.720,39.668,54.309,,,"%22,2","%77,8",195,,"%9,7","%31,8",104,"9,4",,"3,3","%11,1","%66,7","%100,0",,134,17,151,108,25
2021,ANTALYA BÝLÝM ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi ,Diþ Hekimliði ,206410640,SAY,Turkish,100,8,8,,,,ANTALYA,Akdeniz,5,1,10,28.755,24.376,29.264,45.228,,,"%0,0","%100,0",363,,"%5,8","%17,1","%46,6","10,2",,"6,5","%12,5","%37,5","%75,0",,114,11,125,90,8
2023,BÝRUNÝ ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp ,207610363,SAY,Turkish,25,85,85,,,,ÝSTANBUL,Marmara,---,---,---,41.146,23.136,45.054,103.989,,,"%29,4","%75,3",532,,"%22,7","%36,5","%60,3","8,2",,"4,2","%55,3","%75,3","%85,9",,604,834,1443,961,320
2022,BÝRUNÝ ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp ,207610363,SAY,Turkish,25,85,85,,,,ÝSTANBUL,Marmara,---,---,---,40.349,25.288,46.178,129.974,,,"%51,8","%56,5",608,,"%12,3","%28,9",349,"8,9",,"2,4","%56,5","%83,5","%97,6",,342,970,1342,826,297
2021,BÝRUNÝ ÜNÝVERSÝTESÝ,Týp Fakültesi ,Týp ,207610363,SAY,Turkish,25,76,76,,,,ÝSTANBUL,Marmara,---,---,---,36.420,22.959,45.063,129.452,,,"%53,9","%59,2",595,,"%11,4","%20,8","%56,5","9,4",,"3,3","%68,4","%84,2","%88,2",,436,812,1262,847,227
2023,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,209310046,SAY,Turkish,100,12,12,,,,ÝSTANBUL,Marmara,8,2,19,35.923,32.067,59.124,212.995,,,"%30,8","%84,6",297,,"%3,0","%9,8","%49,5","10,3",,"6,8",%,%,"%84,6",,74,141,216,195,39
2022,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,209310046,SAY,Turkish,100,12,12,,,,ÝSTANBUL,Marmara,6,---,13,33.121,30.474,45.812,71.667,,,"%41,7","%66,7",218,,"%0,9","%7,3",90,"11,2",,"6,5",%,"%8,3","%91,7",,120,125,248,203,30
2021,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi ,Diþ Hekimliði ,209310046,SAY,Turkish,100,11,11,,,,ÝSTANBUL,Marmara,3,---,6,29.058,26.700,41.365,62.748,,,"%36,4","%72,7",395,,"%2,8","%7,8","%47,8","10,2",,"8,5",%,"%9,1","%72,7",,125,122,247,191,9
2023,ÝSTANBUL OKAN ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði ,204712482,SAY,Turkish,100,13,13,,,,ÝSTANBUL,Marmara,17,4,32,34.276,30.971,32.798,68.567,,,"%42,9","%78,6",281,,"%3,2","%11,0","%47,3","10,4",,"7,1","%7,1","%35,7","%78,6",,143,97,240,151,61
