academicYear,universityName,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupiedSlots,tuitionFee,universityFoundingYear,facultyFoundingYear,universityLocation,universityRegion,profCount,assoCount,docCount,baseRanking,topRanking,avgAdmissionRanking(TYT),baseAdmissionRanking(TYT),stdDeviationStudents,revenue,outOfCityStudentRate,sameRegionStudentRate,totalPreference,weightedPreference,top1PreferenceRatio,top3PreferenceRatio,top9PreferenceRatio,avgOrderofPreference,tuitionFeeIncrease,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedPrefTrendRatio,admittedGovPref,admittedPrivPref,admittedTotalPref,admittedTotalDepartmentPref,currentStudentCount
2022,ÖZYEĞİN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,İletişim ve Tasarımı,204890044,SÖZ,English,100,5,5.0,,,,İSTANBUL,Marmara,---,---,5,323,104,88.164,146.035,,,"%80,0","%20,0",161.0,,"%21,7","%52,2",140,"4,3",,"1,6","%80,0","%80,0","%100,0",,11,33.0,44.0,10.0,15.0
2021,ÖZYEĞİN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,İletişim ve Tasarımı,204890044,SÖZ,English,100,5,5.0,,,,İSTANBUL,Marmara,---,---,5,619,240,101.954,146.698,,,"%40,0","%60,0",165.0,,"%18,8","%52,1","%90,9","4,1",,"1,0","%100,0","%100,0","%100,0",,12,28.0,40.0,9.0,5.0
2023,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,İlahiyat Fakültesi,İlahiyat ,202210329,SÖZ,Turkish,100,14,14.0,,,,İSTANBUL,Marmara,7,2,8,371,3,68.300,217.438,,,"%87,5","%25,0",286.0,,"%39,5","%56,6","%81,8","4,6",,"1,1","%93,8","%100,0","%100,0",,42,36.0,78.0,51.0,116.0
2022,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,İlahiyat Fakültesi,İlahiyat ,202210329,SÖZ,Turkish,100,8,8.0,,,,İSTANBUL,Marmara,6,2,4,251,4,35.591,78.699,,,"%75,0","%37,5",249.0,,"%39,0","%55,0",194,"5,0",,"1,0","%100,0","%100,0","%100,0",,30,22.0,52.0,37.0,82.0
2021,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,İlahiyat Fakültesi,İlahiyat ,202210329,SÖZ,Turkish,100,6,6.0,,,,İSTANBUL,Marmara,6,2,4,18,09,8.474,11.642,,,"%50,0","%83,3",215.0,,"%50,7","%62,8","%87,0","3,9",,"1,0","%100,0","%100,0","%100,0",,14,18.0,32.0,26.0,47.0
2023,ÖZYEĞİN ÜNİVERSİTESİ,Uygulamalı Bilimler Yüksekokulu,Gastronomi ve Mutfak Sanatları,204810988,SÖZ,English,100,9,9.0,,,,İSTANBUL,Marmara,,,,269,43,66.210,118.111,,,"%45,5","%63,6",267.0,,"%57,3","%69,7","%87,3","3,3",,"1,6","%90,9","%90,9","%100,0",,25,47.0,72.0,17.0,33.0
2022,ÖZYEĞİN ÜNİVERSİTESİ,Uygulamalı Bilimler Yüksekokulu,Gastronomi ve Mutfak Sanatları,204810988,SÖZ,English,100,9,9.0,,,,İSTANBUL,Marmara,---,---,---,446,36,76.063,193.647,,,"%66,7","%33,3",396.0,,"%58,1","%71,2",340,"3,1",,"1,0","%100,0","%100,0","%100,0",,13,34.0,47.0,21.0,36.0
2021,ÖZYEĞİN ÜNİVERSİTESİ,Uygulamalı Bilimler Yüksekokulu,Gastronomi ve Mutfak Sanatları,204810988,SÖZ,English,100,9,9.0,,,,İSTANBUL,Marmara,---,---,---,770,258,94.113,191.426,,,"%88,9","%22,2",348.0,,"%56,6","%72,7","%88,8","3,4",,"1,0","%100,0","%100,0","%100,0",,11,33.0,44.0,17.0,27.0
2023,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,Fen-Edebiyat Fakültesi,Tarih ,205410026,SÖZ,Turkish,100,3,3.0,,,,ANKARA,İç Anadolu,3,1,2,364,113,110.833,157.079,,,"%75,0","%25,0",89.0,,"%15,7","%41,6","%85,4","5,3",,"1,3","%75,0","%100,0","%100,0",,6,7.0,13.0,11.0,12.0
2022,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,Fen-Edebiyat Fakültesi,Tarih ,205410026,SÖZ,Turkish,100,3,3.0,,,,ANKARA,İç Anadolu,2,---,3,980,519,97.776,147.819,,,"%66,7","%66,7",91.0,,"%13,2","%33,0",79,"5,4",,"1,0","%100,0","%100,0","%100,0",,11,6.0,17.0,3.0,10.0
2021,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,Fen-Edebiyat Fakültesi,Tarih ,205410026,SÖZ,Turkish,100,3,3.0,,,,ANKARA,İç Anadolu,2,---,2,771,489,127.784,164.202,,,"%66,7","%33,3",86.0,,"%12,8","%44,2","%81,4","6,1",,"1,7","%33,3","%100,0","%100,0",,9,8.0,17.0,11.0,18.0
2023,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,İletişim ve Tasarımı,202190187,SÖZ,English,100,9,9.0,,,,ANKARA,İç Anadolu,1,1,1,464,86,97.165,151.713,,,"%81,8","%18,2",294.0,,"%39,5","%71,4","%92,9","3,2",,"2,3","%45,5","%90,9","%100,0",,42,38.0,80.0,13.0,48.0
2022,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,İletişim ve Tasarımı,202190187,SÖZ,English,100,11,11.0,,,,ANKARA,İç Anadolu,1,1,2,859,340,86.934,191.774,,,"%54,6","%45,5",304.0,,"%33,9","%62,5",280,"3,5",,"2,4","%27,3","%81,8","%100,0",,27,50.0,77.0,18.0,
2021,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,İletişim ve Tasarımı,202190187,SÖZ,English,100,11,11.0,,,,ANKARA,İç Anadolu,1,---,2,806,254,131.983,279.237,,,"%63,6","%36,4",361.0,,"%33,5","%61,5","%95,0","3,8",,"1,5","%90,9","%90,9","%100,0",,26,40.0,66.0,21.0,
2023,YEDİTEPE ÜNİVERSİTESİ,Fen-Edebiyat Fakültesi,Tarih,206110283,SÖZ,English,100,3,3.0,,,,İSTANBUL,Marmara,2,1,2,604,431,143.510,171.881,,,"%100,0",,116.0,,"%5,2","%40,5","%80,2","5,8",,"2,5","%25,0","%75,0","%100,0",,8,9.0,17.0,13.0,19.0
2022,YEDİTEPE ÜNİVERSİTESİ,Fen-Edebiyat Fakültesi,Tarih,206110283,SÖZ,English,100,4,4.0,,,,İSTANBUL,Marmara,2,---,2,858,810,119.125,154.043,,,"%75,0","%25,0",158.0,,"%9,5","%46,8",131,"5,0",,"1,3","%75,0","%100,0","%100,0",,9,16.0,25.0,9.0,19.0
2021,YEDİTEPE ÜNİVERSİTESİ,Fen-Edebiyat Fakültesi,Tarih,206110283,SÖZ,English,100,4,4.0,,,,İSTANBUL,Marmara,2,---,3,733,288,119.364,193.971,,,"%100,0","%25,0",168.0,,"%11,9","%42,9","%83,3","5,4",,"1,8","%50,0","%100,0","%100,0",,13,21.0,34.0,22.0,25.0
2023,YEDİTEPE ÜNİVERSİTESİ,Güzel Sanatlar Fakültesi,Gastronomi ve Mutfak Sanatları,206111845,SÖZ,English,100,9,9.0,,,,İSTANBUL,Marmara,2,---,2,580,270,106.929,171.360,,,"%90,0","%20,0",249.0,,"%13,7","%66,3","%84,3","4,1",,"2,2",%,"%100,0","%100,0",,5,39.0,46.0,17.0,52.0
2022,YEDİTEPE ÜNİVERSİTESİ,Güzel Sanatlar Fakültesi,Gastronomi ve Mutfak Sanatları,206111845,SÖZ,English,100,10,10.0,,,,İSTANBUL,Marmara,1,---,2,1.168,468,118.605,190.198,,,"%50,0","%50,0",431.0,,"%22,7","%67,1",370,"3,4",,"1,8","%20,0","%100,0","%100,0",,24,71.0,95.0,39.0,50.0
2021,YEDİTEPE ÜNİVERSİTESİ,Güzel Sanatlar Fakültesi,Gastronomi ve Mutfak Sanatları,206111845,SÖZ,English,100,11,11.0,,,,İSTANBUL,Marmara,1,---,2,1.219,203,110.673,174.769,,,"%90,9","%45,5",325.0,,"%19,4","%69,5","%89,8","3,7",,"1,6","%36,4","%100,0","%100,0",,19,59.0,78.0,23.0,44.0
2023,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,Görsel İletişim Tasarımı ,205410892,SÖZ,Turkish,100,5,5.0,,,,ANKARA,İç Anadolu,2,---,2,684,465,116.897,224.956,,,"%85,7","%42,9",158.0,,"%15,8","%55,1","%93,7","4,1",,"2,9","%14,3","%71,4","%100,0",,27,28.0,55.0,12.0,24.0
2022,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,Görsel İletişim Tasarımı ,205410892,SÖZ,Turkish,100,6,6.0,,,,ANKARA,İç Anadolu,1,1,1,1.611,1.003,145.638,175.965,,,"%83,3","%16,7",188.0,,"%19,7","%47,9",158,"4,7",,"2,2","%33,3","%83,3","%100,0",,34,28.0,62.0,16.0,21.0
2021,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,Görsel İletişim Tasarımı ,205410892,SÖZ,Turkish,100,6,6.0,,,,ANKARA,İç Anadolu,1,1,1,1.534,585,150.829,283.076,,,"%83,3","%16,7",169.0,,"%15,4","%48,5","%85,8","5,0",,"4,3","%16,7","%50,0","%100,0",,39,39.0,78.0,12.0,19.0
2023,YEDİTEPE ÜNİVERSİTESİ,İletişim Fakültesi,Görsel İletişim Tasarımı,206111642,SÖZ,English,100,8,8.0,,,,İSTANBUL,Marmara,1,---,3,725,513,149.666,193.825,,,"%90,0","%20,0",196.0,,"%17,9","%46,4","%86,2","4,8",,"2,8","%20,0","%60,0","%100,0",,8,61.0,69.0,25.0,42.0
2022,YEDİTEPE ÜNİVERSİTESİ,İletişim Fakültesi,Görsel İletişim Tasarımı,206111642,SÖZ,English,100,9,9.0,,,,İSTANBUL,Marmara,1,1,2,1.164,381,139.201,199.053,,,"%77,8","%66,7",284.0,,"%16,2","%44,7",252,"4,6",,"2,2","%22,2","%88,9","%100,0",,9,76.0,85.0,23.0,48.0
2021,YEDİTEPE ÜNİVERSİTESİ,İletişim Fakültesi,Görsel İletişim Tasarımı,206111642,SÖZ,English,100,9,9.0,,,,İSTANBUL,Marmara,1,---,3,1.377,826,145.518,279.287,,,"%55,6","%44,4",270.0,,"%21,9","%46,7","%85,6","4,7",,"2,6","%33,3","%66,7","%100,0",,8,66.0,74.0,32.0,44.0
2023,YEDİTEPE ÜNİVERSİTESİ,Eğitim Fakültesi,Özel Eğitim Öğretmenliği,206190340,SÖZ,English,100,3,3.0,,,,İSTANBUL,Marmara,2,---,3,1.142,312,203.407,281.726,,,"%100,0",,121.0,,"%14,9","%30,6","%72,7","7,2",,"1,8","%50,0","%100,0","%100,0",,18,10.0,29.0,9.0,22.0
2022,YEDİTEPE ÜNİVERSİTESİ,Eğitim Fakültesi,Özel Eğitim Öğretmenliği,206190340,SÖZ,English,100,5,5.0,,,,İSTANBUL,Marmara,---,---,3,2.114,511,178.867,221.588,,,"%60,0","%40,0",114.0,,"%13,2","%35,1",76,"6,6",,"3,4","%20,0","%80,0","%100,0",,39,29.0,68.0,33.0,17.0
