academicYear,universityName,universityType,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupiedSlots,tuitionFee,universityFoundingYear,facultyFoundingYear,universityLocation,universityRegion,profCount,assoCount,docCount,baseRanking,topRanking,avgAdmissionRanking(TYT),baseAdmissionRanking(TYT),stdDeviationStudents,revenue,outOfCityStudentRate,sameRegionStudentRate,totalPreference,weightedPreference,top1PreferenceRatio,top3PreferenceRatio,top9PreferenceRatio,avgOrderofPreference,tuitionFeeIncrease,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedPrefTrendRatio,admittedGovPref,admittedPrivPref,admittedTotalPref,admittedTotalDepartmentPref,currentStudentCount
2024,KAPADOKYA ÜNİVERSİTESİ,vak�f,Beşeri Bilimler Fakültesi,İngilizce Mütercim ve Tercümanlık,203851892,DİL,,100,8,8,,,,NEVŞEHİR,İç Anadolu,---,1,3,30.726,24.569,438.17,662.54,,,"% 88,9","% 44,4",186,,"% 6,5","% 24,7","% 67,7","7,9",,"8,4","% 0,0","% 0,0","% 88,9",,122,16,138,46,30
2024,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,202210393,DİL,,50,51,51,,,,İSTANBUL,Marmara,---,---,---,31.141,14.424,547.342,1.110.581,,,"% 7,8","% 92,2",293,,"% 22,2","% 60,1","% 83,6","5,4",,"4,4","% 25,5","% 76,5","% 90,2",,323,269,594,390,154
2024,KAPADOKYA ÜNİVERSİTESİ,vak�f,Beşeri Bilimler Fakültesi,İngiliz Dili ve Edebiyatı,203851837,DİL,İngilizce,100,9,9,,,,NEVŞEHİR,İç Anadolu,1,---,3,32.745,20.473,589.45,1.250.944,,,"% 100,0","% 80,0",223,,"% 8,1","% 24,7","% 61,9","8,7",,"3,9","% 20,0","% 50,0","% 100,0",,74,26,100,53,39
2024,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,vak�f,İnsani Bilimler ve Edebiyat Fakültesi,"İngilizce, Fransızca Mütercim ve Tercümanlık",202190203,DİL,,0,10,10,,,,ANKARA,İç Anadolu,---,---,---,33.784,17.782,725.366,939.162,,,"% 80,0","% 50,0",89,,"% 9,0","% 39,3","% 76,4","6,1",,"5,0","% 0,0","% 60,0","% 90,0",,41,55,96,15,10
2024,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,vak�f,Edebiyat Fakültesi,İngilizce Mütercim ve Tercümanlık,202210343,DİL,,50,55,55,,,,İSTANBUL,Marmara,---,---,---,35.127,12.236,536.864,961.728,,,"% 16,4","% 89,1",278,,"% 11,9","% 48,6","% 82,4","5,7",,"3,1","% 23,6","% 81,8","% 94,5",,210,294,505,194,34
2024,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,Arapça Öğretmenliği,201490082,DİL,,100,4,4,,,,İSTANBUL ,,1,1,1,36.174,14.834,465.462,569.841,,,"% 40,0",,85,,"% 15,3","% 40,0","% 84,7","5,8",,"4,0","% 40,0","% 60,0","% 100,0",,26,17,43,12,26
2024,TED ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,206710241,DİL,İngilizce,50,38,38,,,,ANKARA ,,---,---,---,36.333,13.586,529.401,1.198.164,,,"% 26,3",,227,,"% 11,9","% 33,5","% 75,3","6,8",,"5,2","% 10,5","% 42,1","% 89,5",,222,150,372,222,156
2024,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,Arapça Öğretmenliği,202210344,DİL,,100,8,8,,,,İSTANBUL,Marmara,2,---,1,37.413,23.25,696.7,1.401.438,,,"% 33,3","% 77,8",134,,"% 14,2","% 41,8","% 90,3","5,2",,"3,1","% 22,2","% 66,7","% 100,0",,45,19,65,14,36
2024,YEDİTEPE ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,206111042,DİL,İngilizce,50,42,42,,,,İSTANBUL ,,---,---,---,40.008,15.735,625.079,1.456.836,,,"% 28,6",,286,,"% 12,6","% 35,0","% 76,2","6,7",,"4,1","% 35,7","% 57,1","% 90,5",,182,236,422,248,155
2024,AVRASYA ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngilizce Mütercim ve Tercümanlık,200390214,DİL,,100,7,7,,,,TRABZON ,,1,---,2,40.044,28.585,533.379,781.367,,,"% 87,5",,124,,"% 5,6","% 25,0","% 61,3","8,6",,"10,5","% 0,0","% 12,5","% 50,0",,76,9,85,38,5
2024,İSTANBUL AYDIN ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,202410653,DİL,İngilizce,50,42,42,,,,İSTANBUL,Marmara,---,---,---,40.394,17.222,580.697,1.179.069,,,"% 21,4","% 88,1",577,,"% 12,7","% 41,6","% 79,5","6,0",,"6,8","% 19,0","% 45,2","% 78,6",,246,215,465,336,213
2024,AVRASYA ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngiliz Dili ve Edebiyatı,200310412,DİL,,100,7,7,,,,TRABZON ,,1,---,2,41.454,31.857,744.309,1.714.086,,,"% 55,6",,90,,"% 10,0","% 27,8","% 64,4","7,5",,"5,0","% 0,0","% 33,3","% 100,0",,68,16,85,47,32
2024,YEDİTEPE ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,Çeviribilimi,206190364,DİL,İngilizce,50,68,68,,,,İSTANBUL ,,---,---,---,43.49,4.818,515.148,1.417.177,,,"% 35,3",,240,,"% 15,0","% 40,8","% 81,7","6,0",,"4,0","% 26,5","% 55,9","% 95,6",,286,376,666,110,316
2024,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngiliz Dili ve Edebiyatı,205410495,DİL,İngilizce,50,30,30,,,,ANKARA ,,---,---,---,44.082,4.189,551.967,1.079.740,,,"% 53,3",,187,,"% 8,6","% 27,8","% 72,7","7,4",,"4,7","% 20,0","% 50,0","% 93,3",,164,127,291,154,114
