academicYear,universityName,universityType,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupiedSlots,tuitionFee,universityFoundingYear,facultyFoundingYear,universityLocation,universityRegion,profCount,assoCount,docCount,baseRanking,topRanking,avgAdmissionRanking(TYT),baseAdmissionRanking(TYT),stdDeviationStudents,revenue,outOfCityStudentRate,sameRegionStudentRate,totalPreference,weightedPreference,top1PreferenceRatio,top3PreferenceRatio,top9PreferenceRatio,avgOrderofPreference,tuitionFeeIncrease,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedPrefTrendRatio,admittedGovPref,admittedPrivPref,admittedTotalPref,admittedTotalDepartmentPref,currentStudentCount
2024,UŞAK ÜNİVERSİTESİ,devlet,Eğitim Fakültesi,Okul Öncesi Öğretmenliği,109810426,SÖZ,,,50,50,,,,UŞAK,Ege,---,---,3,21.814,5.667,513.257,949.698,,,"% 80,8","% 73,1",1.211,,"% 3,9","% 14,7","% 45,9","10,8",,"7,8","% 5,8","% 34,6","% 73,1",,830,---,838,508,295
2024,ANKARA ÜNİVERSİTESİ,devlet,İletişim Fakültesi,"Radyo, Televizyon ve Sinema",101110572,SÖZ,,,70,70,,,,ANKARA,İç Anadolu,3,3,2,21.922,1.123,326.963,634.19,,,"% 34,7","% 73,6",1.446,,"% 18,9","% 43,2","% 75,4","6,5",,"2,8","% 56,9","% 79,2","% 97,2",,550,41,591,131,406
2024,ONDOKUZ MAYIS ÜNİVERSİTESİ,devlet,Eğitim Fakültesi,Türkçe Öğretmenliği,108210189,SÖZ,,,40,40,,,,SAMSUN,Karadeniz,2,3,5,22.08,3.333,466.77,747.403,,,"% 73,2","% 80,5",757,,"% 11,2","% 28,4","% 65,0","8,1",,"6,5","% 24,4","% 48,8","% 73,2",,533,---,533,218,270
2024,KIRIKKALE ÜNİVERSİTESİ,devlet,Eğitim Fakültesi,Okul Öncesi Öğretmenliği,106610437,SÖZ,,,50,50,,,,KIRIKKALE,İç Anadolu,---,1,4,22.483,7.991,479.247,776.924,,,"% 82,7","% 63,5",1.173,,"% 3,7","% 13,2","% 42,4","11,4",,"8,6","% 3,8","% 25,0","% 63,5",,884,3,890,532,276
2024,KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,devlet,Eğitim Fakültesi,Okul Öncesi Öğretmenliği,106090119,SÖZ,,,50,50,,,,KAHRAMANMARAŞ,Akdeniz,---,---,4,22.512,9.079,500.363,962.079,,,"% 67,7","% 46,2",1.209,,"% 9,0","% 23,7","% 60,1","9,2",,"7,4","% 13,8","% 32,3","% 73,8",,897,1,898,585,242
2024,DÜZCE ÜNİVERSİTESİ,devlet,Eğitim Fakültesi,Okul Öncesi Öğretmenliği,103310555,SÖZ,,,50,50,,,,DÜZCE,Karadeniz,1,1,2,22.818,12.552,509.018,845.803,,,"% 92,3","% 21,2",1.478,,"% 2,9","% 12,1","% 44,8","11,3",,"10,2","% 0,0","% 15,4","% 53,8",,879,25,906,576,261
2024,EGE ÜNİVERSİTESİ,devlet,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,Görsel İletişim Tasarımı,103490164,SÖZ,,,65,65,,,,İZMİR,Ege,1,1,4,22.929,3.118,399.297,707.893,,,"% 67,2","% 44,8",1.035,,"% 30,4","% 50,5","% 81,0","5,4",,"2,6","% 50,7","% 80,6","% 97,0",,430,61,491,167,348
2024,İSTANBUL ÜNİVERSİTESİ,devlet,İlahiyat Fakültesi,İlahiyat,105611614,SÖZ,Arapça,,25,25,,,,İSTANBUL,Marmara,41,28,35,22.943,1.007,429.58,777.86,,,"% 26,9","% 80,8",750,,"% 5,7","% 34,4","% 85,9","5,9",,"3,0","% 30,8","% 61,5","% 100,0",,198,25,223,157,137
2024,DOKUZ EYLÜL ÜNİVERSİTESİ,devlet,Buca Eğitim Fakültesi,Türk Dili ve Edebiyatı Öğretmenliği,103110187,SÖZ,,,30,30,,,,İZMİR,Ege,16,6,9,23.173,4.875,379.734,810.595,,,"% 87,1","% 41,9",426,,"% 9,2","% 28,4","% 66,7","8,3",,"3,5","% 25,8","% 58,1","% 96,8",,407,2,412,72,112
2024,AMASYA ÜNİVERSİTESİ,devlet,Eğitim Fakültesi,Okul Öncesi Öğretmenliği,100910037,SÖZ,,,50,50,,,,AMASYA,Karadeniz,---,---,5,23.201,9.977,482.401,811.621,,,"% 90,4","% 36,5",1.707,,"% 4,3","% 12,9","% 43,7","11,3",,"9,2","% 1,9","% 19,2","% 61,5",,883,2,885,633,271
