,İSTANBUL GEDİK ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,943,568,1511,1537,1258,2795,493,350,843,69,28,97,3042,2204,5246,
,İSTANBUL GELİŞİM ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,4776,4198,8974,8807,7296,16103,1143,1144,2287,91,41,132,14817,12679,27496,
,İSTANBUL KAVRAM MESLEK YÜKSEKOKULU,VAKIF MYO,İSTANBUL,BİRİNCİ Ö.,84,55,139,0,0,0,0,0,0,0,0,0,84,55,139,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,İSTANBUL KENT ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,249,737,986,604,1619,2223,151,295,446,0,0,0,1004,2651,3655,
,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,2099,1387,3486,5646,5164,10810,608,578,1186,96,72,168,8449,7201,15650,
,İSTANBUL MEDENİYET ÜNİVERSİTESİ,DEVLET,İSTANBUL,BİRİNCİ Ö.,0,0,0,4405,5722,10127,488,494,982,262,240,502,5155,6456,11611,
,İSTANBUL MEDİPOL ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,2725,5280,8005,7757,15197,22954,374,788,1162,289,385,674,11145,21650,32795,
,İSTANBUL OKAN ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,1619,1450,3069,5298,4524,9822,862,1357,2219,237,210,447,8016,7541,15557,
,İSTANBUL RUMELİ ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,949,1340,2289,929,790,1719,240,177,417,0,0,0,2118,2307,4425,
,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,0,0,0,3051,4822,7873,1333,1246,2579,501,163,664,4885,6231,11116,
,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,VAKIF,İSTANBUL,BİRİNCİ Ö.,54,140,194,107,273,380,0,0,0,0,0,0,161,413,574,
,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU,VAKIF MYO,İSTANBUL,BİRİNCİ Ö.,1225,1958,3183,0,0,0,0,0,0,0,0,0,1225,1958,3183,
