ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,BELARUS CUMHURİYETİ,1,0,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,BULGARİSTAN CUMHURİYETİ,0,3,3
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,BÜYÜK BRİTANYA VE KUZEY İRLANDA BİRLEŞİK KRALLIĞI,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,ÇİN HALK CUMHURİYETİ,1,0,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,DANİMARKA KRALLIĞI,1,0,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,FAS KRALLIĞI,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,FİLİSTİN DEVLETİ,0,2,2
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,GÜNEY AFRİKA CUMHURİYETİ,1,0,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,GÜNEY KIBRIS RUM YÖNETİMİ,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,GÜRCİSTAN CUMHURİYETİ,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,HOLLANDA KRALLIĞI,1,0,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,IRAK CUMHURİYETİ,1,5,6
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,İRAN İSLAM CUMHURİYETİ,3,8,11
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,İSVİÇRE KONFEDERASYONU,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,KAZAKİSTAN CUMHURİYETİ,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,KOSOVA CUMHURİYETİ,1,0,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,KUZEY KIBRIS TÜRK CUMHURİYETİ,0,4,4
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,LÜBNAN CUMHURİYETİ,0,2,2
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,MAKEDONYA CUMHURİYETİ,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,MALAVİ CUMHURİYETİ,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,MISIR ARAP CUMHURİYETİ,1,1,2
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,NİJERYA FEDERAL CUMHURİYETİ,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,ORTA AFRİKA CUMHURİYETİ,1,3,4
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,ROMANYA,1,0,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,RUSYA FEDERASYONU,1,1,2
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,SIRBİSTAN CUMHURİYETİ,3,2,5
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,SOMALİ FEDERAL CUMHURİYETİ,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,SURİYE ARAP CUMHURİYETİ,3,3,6
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,ÜRDÜN HAŞİMİ KRALLIĞI,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,VATANSIZ,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,YEMEN CUMHURİYETİ,0,1,1
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,,İSTANBUL,YUNANİSTAN CUMHURİYETİ,0,1,1
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,ALMANYA FEDERAL CUMHURİYETİ,1,0,1
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,AZERBAYCAN CUMHURİYETİ,6,1,7
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,CİBUTİ CUMHURİYETİ,0,1,1
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,FİLDİŞİ SAHİLİ CUMHURİYETİ,1,0,1
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,FİLİSTİN DEVLETİ,1,1,2
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,IRAK CUMHURİYETİ,1,0,1
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,MALAVİ CUMHURİYETİ,1,0,1
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,MISIR ARAP CUMHURİYETİ,1,0,1
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,PAKİSTAN İSLAM CUMHURİYETİ,2,0,2
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,RUSYA FEDERASYONU,0,2,2
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,ADANA,SURİYE ARAP CUMHURİYETİ,4,4,8
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,AFGANİSTAN İSLAM CUMHURİYETİ,3,1,4
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,ALMANYA FEDERAL CUMHURİYETİ,1,2,3
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,AMERİKA BİRLEŞİK DEVLETLERİ,1,0,1
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,AVUSTURYA CUMHURİYETİ,0,2,2
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,AZERBAYCAN CUMHURİYETİ,2,2,4
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,BELÇİKA KRALLIĞI,1,0,1
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,CEZAYİR DEMOKRATİK HALK CUMHURİYETİ,1,1,2
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,ÇAD CUMHURİYETİ,1,0,1
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,FAS KRALLIĞI,0,1,1
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,FİLDİŞİ SAHİLİ CUMHURİYETİ,1,0,1
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,FİLİSTİN DEVLETİ,4,2,6
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,GİNE-BİSSAU CUMHURİYETİ,1,0,1
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,IRAK CUMHURİYETİ,3,2,5
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,İRAN İSLAM CUMHURİYETİ,1,7,8
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,İSVEÇ KRALLIĞI,0,1,1
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,MALİ CUMHURİYETİ,1,0,1
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,MISIR ARAP CUMHURİYETİ,4,1,5
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,NİJERYA FEDERAL CUMHURİYETİ,1,1,2
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,ÖZBEKİSTAN CUMHURİYETİ,2,1,3
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,PAKİSTAN İSLAM CUMHURİYETİ,1,0,1
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,RUSYA FEDERASYONU,4,0,4
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,SENEGAL CUMHURİYETİ,4,0,4
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,SOMALİ FEDERAL CUMHURİYETİ,3,2,5
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,SURİYE ARAP CUMHURİYETİ,151,150,301
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,TÜRKMENİSTAN,9,5,14
ADIYAMAN ÜNİVERSİTESİ,,ADIYAMAN,YEMEN CUMHURİYETİ,14,2,16
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,AFGANİSTAN İSLAM CUMHURİYETİ,82,25,107
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,ALMANYA FEDERAL CUMHURİYETİ,5,6,11
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,ARNAVUTLUK CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,AVUSTURYA CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,AZERBAYCAN CUMHURİYETİ,43,11,54
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,BELÇİKA KRALLIĞI,1,1,2
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,BULGARİSTAN CUMHURİYETİ,2,3,5
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,BURKİNA FASO,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,BURUNDİ CUMHURİYETİ,0,1,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,CEZAYİR DEMOKRATİK HALK CUMHURİYETİ,0,1,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,CİBUTİ CUMHURİYETİ,5,6,11
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,ÇAD CUMHURİYETİ,8,1,9
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,ENDONEZYA CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,ERİTRE DEVLETİ,0,1,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,ETİYOPYA FEDERAL DEMOKRATİK CUMHURİYETİ,2,0,2
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,FAS KRALLIĞI,3,5,8
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,FİLİPİNLER CUMHURİYETİ,4,1,5
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,FİLİSTİN DEVLETİ,6,3,9
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,FRANSA CUMHURİYETİ,0,1,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,GAMBİYA CUMHURİYETİ,4,0,4
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,GANA CUMHURİYETİ,3,0,3
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,GİNE CUMHURİYETİ,2,1,3
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,GİNE-BİSSAU CUMHURİYETİ,2,1,3
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,IRAK CUMHURİYETİ,27,15,42
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,İRAN İSLAM CUMHURİYETİ,4,4,8
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,KAMERUN CUMHURİYETİ,8,1,9
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,KAZAKİSTAN CUMHURİYETİ,15,7,22
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,KENYA CUMHURİYETİ,0,2,2
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,KIRGIZ CUMHURİYETİ,1,2,3
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,KONGO CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,LİBYA DEVLETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,LÜBNAN CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,MADAGASKAR CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,MISIR ARAP CUMHURİYETİ,15,6,21
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,MOĞOLİSTAN,1,1,2
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,MORİTANYA İSLAM CUMHURİYETİ,3,2,5
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,NİJERYA FEDERAL CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,ÖZBEKİSTAN CUMHURİYETİ,26,7,33
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,PAKİSTAN İSLAM CUMHURİYETİ,8,1,9
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,POLONYA CUMHURİYETİ,0,1,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,RUSYA FEDERASYONU,2,0,2
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,SENEGAL CUMHURİYETİ,2,0,2
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,SIRBİSTAN CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,SOMALİ FEDERAL CUMHURİYETİ,17,14,31
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,SUDAN CUMHURİYETİ,6,2,8
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,SURİYE ARAP CUMHURİYETİ,226,108,334
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,TACİKİSTAN CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,TAYLAND KRALLIĞI,0,1,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,TOGO CUMHURİYETİ,1,1,2
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,TÜRKMENİSTAN,40,15,55
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,UGANDA CUMHURİYETİ,3,0,3
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,UKRAYNA,2,0,2
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,ÜRDÜN HAŞİMİ KRALLIĞI,7,6,13
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,YEMEN CUMHURİYETİ,73,10,83
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,YUNANİSTAN CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,ZAMBİYA CUMHURİYETİ,2,3,5
AFYON KOCATEPE ÜNİVERSİTESİ,,AFYONKARAHİSAR,ZİMBABVE CUMHURİYETİ,1,0,1
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,AFGANİSTAN İSLAM CUMHURİYETİ,8,7,15
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,ALMANYA FEDERAL CUMHURİYETİ,0,2,2
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,AZERBAYCAN CUMHURİYETİ,3,6,9
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,BULGARİSTAN CUMHURİYETİ,2,4,6
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,ETİYOPYA FEDERAL DEMOKRATİK CUMHURİYETİ,0,1,1
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,FİLİSTİN DEVLETİ,3,1,4
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,IRAK CUMHURİYETİ,4,2,6
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,İRAN İSLAM CUMHURİYETİ,7,10,17
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,KIRGIZ CUMHURİYETİ,0,1,1
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,KOSOVA CUMHURİYETİ,1,0,1
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,LİBYA DEVLETİ,2,0,2
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,MISIR ARAP CUMHURİYETİ,6,6,12
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,RUSYA FEDERASYONU,1,0,1
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,SIRBİSTAN CUMHURİYETİ,0,1,1
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,SOMALİ FEDERAL CUMHURİYETİ,1,1,2
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,SURİYE ARAP CUMHURİYETİ,23,19,42
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,SUUDİ ARABİSTAN KRALLIĞI,0,1,1
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,TÜRKMENİSTAN,5,3,8
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,,AFYONKARAHİSAR,YEMEN CUMHURİYETİ,1,3,4
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,,AĞRI,AZERBAYCAN CUMHURİYETİ,23,10,33
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,,AĞRI,BURUNDİ CUMHURİYETİ,0,1,1
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,,AĞRI,ÇİN HALK CUMHURİYETİ,7,2,9
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,,AĞRI,ENDONEZYA CUMHURİYETİ,22,0,22
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,,AĞRI,GÜRCİSTAN CUMHURİYETİ,1,0,1
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,,AĞRI,İRAN İSLAM CUMHURİYETİ,3,1,4
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,,AĞRI,KIRGIZ CUMHURİYETİ,15,1,16
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,,AĞRI,MALEZYA,20,0,20
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,,AĞRI,MISIR ARAP CUMHURİYETİ,3,3,6
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,,AĞRI,NİJERYA FEDERAL CUMHURİYETİ,32,0,32
